Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
234,Omar Gonzalez/Omar-Gonzalez,us USA,DF,Toronto FC,30,1988,14,65,7.57,35.3,33.8,1.93,1.21,64.4,0.14,0.14,100,0.14,0,41.9,278.4,176.5,46.4,634,97.7,0.14,0.14,Matches
235,Ján Greguš/Jan-Gregus,sk SVK,MF,Minnesota,28,1991,29.7,75.2,2.15,15.7,43.9,20.4,0.37,67.5,0.88,1.31,66.7,0.91,0,48.4,247.5,136.2,50.4,1407,94,0.94,0.77,Matches
236,Julian Gressel/Julian-Gressel,de GER,DFFW,Atlanta,25,1993,29.8,60.4,1.14,10,25.4,28.8,3.59,52.9,0.91,1.64,55.1,0.97,2,41.1,223.5,132.9,51.4,1212,79.1,1.74,1.41,Matches
237,Carlos Gruezo/Carlos-Gruezo,ec ECU,MF,FC Dallas,23,1995,8.7,71.7,1.49,23.1,44.3,7.82,0.69,69.9,0.57,1.03,55.6,0.69,0,53.2,216.1,86.6,57.7,477,95,0.34,1.15,Matches
238,Felipe Gutiérrez/Felipe-Gutierrez,cl CHI,MF,Sporting KC,28,1990,30.2,65.6,1.92,14.8,35.6,20.1,2.78,61.9,0.99,1.23,81.1,1.06,1,46.3,283.9,135.2,51.3,1360,87.9,1.36,1.46,Matches
239,Jeremiah Gutjahr/Jeremiah-Gutjahr,us USA,DF,Chicago,21,1997,5.6,46.6,2.14,12.1,23.2,14.5,1.07,40.9,0.54,0.71,75,0.54,0,29.8,163.8,100.5,31.6,165,93.2,0.18,0.54,Matches
240,Andrew Gutman/Andrew-Gutman,us USA,DF,FC Cincinnati,22,1996,5.4,65.2,4.44,22,32.8,15.2,0.93,55.2,1.3,2.78,46.7,1.48,0,37,212.6,135.7,38.7,192,91.9,0.37,0.37,Matches
241,Brad Guzan/Brad-Guzan,us USA,GK,Atlanta,34,1984,34,38.6,34.4,38.4,0.26,0,0,27.4,0,0,,0,0,18.8,89.8,39.9,17.1,575,99,0,0,Matches
242,David Guzmán/David-Guzman,cr CRC,MF,Portland,28,1990,3.9,52.3,1.03,10,32.6,13.1,2.56,51.3,0.26,0.51,50,0.26,0,37.2,168.2,83.3,40,135,86.5,0.77,1.03,Matches
243,David Guzmán/David-Guzman,cr CRC,MF,Columbus,28,1990,12.6,67.7,2.62,19.6,38.4,14.4,0.79,63.2,0.63,1.11,57.1,0.71,1,45.9,227.5,114.6,51.8,593,90.8,1.11,0.63,Matches
244,Edwin Gyasi/Edwin-Gyasi,gh GHA,FW,FC Dallas,27,1991,0.9,47.8,0,5.56,18.9,31.1,5.56,47.8,3.33,5.56,60,3.33,0,46.7,345.6,183.3,52.2,35,74.5,2.22,6.67,Matches
245,Joe Gyau/Joe-Gyau,us USA,FWMF,FC Cincinnati,26,1992,5.1,42,1.18,7.06,19,21.2,3.33,41.4,1.57,2.94,53.3,1.76,0,33.9,290.4,166.3,43.3,157,71,2.75,1.76,Matches
246,Justin Haak/Justin-Haak,us USA,MF,NYCFC,17,2001,0.1,20,0,0,0,20,0,20,0,0,,0,0,10,30,0,20,1,50,0,0,Matches
247,Nick Hagglund/Nick-Hagglund,us USA,DF,FC Cincinnati,26,1992,20,58.6,9.95,39.6,20.6,1.75,0.95,57.4,0.35,0.55,63.6,0.35,0,33.4,194.7,121.5,35.5,687,96.9,0.15,0.1,Matches
248,Marlon Hairston/Marlon-Hairston,us USA,FW,Houston,24,1994,4.6,39.6,1.3,6.09,14.1,20.9,4.57,38.3,0.43,1.3,33.3,0.43,0,30,159.3,80.4,41.1,139,73.5,1.52,1.09,Matches
249,Siad Haji/Siad-Haji,us USA,DFMF,San Jose,19,1999,0.5,64,2,4,20,42,8,64,8,10,80,8,1,54,478,276,70,29,82.9,0,4,Matches
250,Niko Hämäläinen/Niko-Hamalainen,fi FIN,DF,Los Angeles FC,21,1997,1.1,77.3,1.82,25.5,40.9,20.9,0.91,70,0.91,0.91,100,0.91,0,53.6,465.5,337.3,55.5,57,93.4,0.91,0.91,Matches
251,Bill Hamid/Bill-Hamid,us USA,GK,D.C. United,28,1990,33,29.2,27.1,29,0.09,0.09,0,18,0,0,,0,0,10.7,49.4,34.7,7.58,250,100,0,0,Matches
252,Jordan Hamilton/Jordan-Hamilton,ca CAN,FW,Toronto FC,22,1996,6.9,31.3,0.29,2.03,10.4,20.3,7.25,30.6,0.43,1.16,37.5,0.58,0,23,129.7,55.1,47.1,168,51.7,3.33,1.88,Matches
253,Jordan Hamilton/Jordan-Hamilton,ca CAN,FW,Columbus,22,1996,0.7,38.6,1.43,4.29,12.9,21.4,4.29,37.1,1.43,1.43,100,1.43,0,25.7,162.9,78.6,40,19,67.9,7.14,1.43,Matches
254,Niko Hansen/Niko-Hansen,dk DEN,MFDF,Columbus,24,1994,2.8,57.9,1.79,10,28.2,28.2,3.21,54.6,1.79,3.57,50,1.79,0,42.9,265.4,160.4,48.6,116,85.3,1.79,1.43,Matches
255,Niko Hansen/Niko-Hansen,dk DEN,MFFW,Houston,24,1994,0.4,85,0,17.5,25,45,12.5,82.5,2.5,2.5,100,2.5,0,50,310,147.5,72.5,21,72.4,5,5,Matches
256,Jordan Harvey/Jordan-Harvey,us USA,DF,Los Angeles FC,35,1984,26.2,64.4,3.28,18.2,31.5,18.2,1.64,55.3,0.08,0.31,25,0.08,0,37.4,151,75.6,41.5,996,91.5,0.27,0.57,Matches
257,Nicolas Hasler/Nicolas-Hasler,li LIE,DF,Sporting KC,27,1991,7.1,66.2,2.39,20.8,35.5,13.7,1.13,56.2,0.99,1.55,63.6,1.13,1,43.2,217.3,123.1,41.4,279,94.9,0.14,0.28,Matches
258,Nicolas Hasler/Nicolas-Hasler,li LIE,DF,Chicago,27,1991,0.8,66.3,2.5,12.5,28.8,27.5,3.75,61.3,1.25,2.5,50,1.25,0,41.3,356.3,228.8,41.3,31,93.9,2.5,0,Matches
259,Jacori Hayes/Jacori-Hayes,us USA,MF,FC Dallas,23,1995,9.5,71.1,1.79,19.5,44.1,12.4,0.53,69.7,0.84,1.05,80,0.95,0,53.5,249.7,117.6,56.1,504,94.6,0.95,1.26,Matches
260,Héber/Heber,br BRA,FW,NYCFC,27,1991,17.5,39.4,1.71,3.49,17.9,19.5,5.31,37.8,0.69,1.94,35.3,0.74,5,25.8,114.3,61.5,48,529,63,3.14,1.26,Matches
261,Matt Hedges/Matt-Hedges,us USA,DF,FC Dallas,28,1990,32,70.6,9.56,44.4,28.8,1.53,0.66,69.7,0.41,0.44,92.9,0.44,1,48,214.5,116.8,51.3,1623,98.8,0.22,0.22,Matches
262,Doneil Henry/Doneil-Henry,ca CAN,DF,Vancouver,25,1993,23.6,51.5,10,36.8,15.3,1.06,0.59,50.4,0.3,0.3,100,0.3,0,29.6,112.4,51.8,32.5,752,97.9,0.25,0.21,Matches
263,Fabian Herbers/Fabian-Herbers,de GER,MFFW,Chicago,25,1993,8.7,50.8,1.49,6.55,22.4,25.3,5.29,49.5,0.69,1.26,54.5,0.69,0,36.7,236.4,121,42.9,324,86.9,1.26,1.95,Matches
264,Felipe Hernandez/Felipe-Hernandez,us USA,MF,Sporting KC,20,1998,1.1,28.2,0,3.64,11.8,13.6,0.91,28.2,0,0.91,0,0,0,18.2,104.5,49.1,22.7,17,68,0,0,Matches
265,Aaron Herrera/Aaron-Herrera,us USA,DF,Real Salt Lake,21,1997,30.8,62.9,5.03,23.3,28.4,15.7,0.71,53.3,1.2,2.01,59.7,1.27,2,38,238.4,130.5,36.5,1037,92.3,0.65,1.14,Matches
266,Federico Higuaín/Federico-Higuain,ar ARG,MF,Columbus,34,1984,12.5,74,0.08,6.32,44.2,28,2.32,66.5,2.32,3.28,70.7,2.32,0,53.4,308,99.1,69.4,715,82.5,2.08,0.8,Matches
267,Cristian Higuita/Cristian-Higuita,co COL,MF,Orlando City,25,1994,7.1,73.4,1.83,16.1,41.8,19.2,1.27,72.1,0.85,1.55,54.5,0.99,0,56.5,237.3,98.6,59.9,394,92.7,2.39,1.13,Matches
268,Danny Hoesen/Danny-Hoesen,nl NED,FW,San Jose,28,1991,16.4,34.7,0.43,1.89,13.2,21.6,7.8,32.4,0.98,2.32,42.1,1.16,2,25.7,174,87.7,43.4,432,60.7,2.93,1.4,Matches
269,Ryan Hollingshead/Ryan-Hollingshead,us USA,DF,FC Dallas,27,1991,32.9,68.4,5.2,25.7,31.1,17.4,2.37,61.2,1.4,2.34,59.7,1.55,0,42.6,291.4,191.7,44.9,1350,91.5,1.55,1.4,Matches
270,Erik Holt/Erik-Holt,us USA,DF,Real Salt Lake,22,1996,4.1,46.1,7.8,28.5,18.8,2.44,0.24,45.4,0.24,0.24,100,0.24,0,23.4,123.9,72.2,24.6,99,98,0.73,0.24,Matches
271,Shandon Hopeau/Shandon-Hopeau,us USA,FW,Seattle,20,1998,0.4,37.5,0,2.5,25,20,2.5,37.5,0,0,,0,0,32.5,312.5,147.5,22.5,8,88.9,2.5,2.5,Matches
272,André Horta/Andre-Horta,pt POR,MF,Los Angeles FC,22,1996,2,72.5,0.5,5,43.5,30.5,3.5,69.5,0.5,1.5,33.3,1,0,60.5,409.5,191.5,61.5,114,92.7,0.5,2,Matches
273,Tim Howard/Tim-Howard,us USA,GK,Colorado,39,1979,24,34.5,31.1,34.5,0.08,0,0,20.1,0,0,,0,0,13.5,67.9,40.8,9.38,224,99.6,0,0,Matches
274,Justin Hoyte/Justin-Hoyte,tt TRI,DF,FC Cincinnati,34,1984,16.4,54.9,4.94,28.3,24.9,5.12,0.12,49,0.12,0.12,100,0.12,0,35.5,158.1,87,37.4,591,96.3,0.24,0.18,Matches
275,Erik Hurtado/Erik-Hurtado,us USA,FW,Sporting KC,28,1990,9.1,31.6,0.77,1.76,12.4,19.5,7.25,29.9,1.32,2.75,48,1.54,0,23.5,142.4,64.1,44.2,210,52.2,3.52,1.65,Matches
276,Emerson Hyndman/Emerson-Hyndman,us USA,MFFW,Atlanta,22,1996,11,47.5,0.91,5.82,22.6,22.8,4.18,46.3,1,2.36,42.3,1.09,0,37.7,218.5,120.6,46,398,78.7,1,0.91,Matches
277,Miguel Ibarra/Miguel-Ibarra,us USA,FWMF,Minnesota,28,1990,16.7,45.9,1.32,8.62,20.1,19.5,3.65,43.7,0.3,0.54,55.6,0.3,1,31.7,166.6,72.2,39.9,531,79.6,1.8,0.9,Matches
278,Romario Ibarra/Romario-Ibarra,ec ECU,FW,Minnesota,24,1994,4.2,33.1,0.95,4.52,12.6,17.6,5,32.1,1.67,2.38,70,2.14,0,23.1,183.6,113.6,42.9,90,50,2.38,2.86,Matches
279,Sebastien Ibeagha/Sebastien-Ibeagha,us USA,DF,NYCFC,27,1992,12.4,53.6,6.45,32.3,22.1,0.97,0.32,52,0.24,0.24,100,0.24,0,30.5,119.8,58.6,34.7,420,97.7,0,0.24,Matches
280,Zlatan Ibrahimović/Zlatan-Ibrahimovic,se SWE,FW,LA Galaxy,37,1981,29,46.2,1.14,1.69,17.2,29.3,9.1,42.8,0.86,1.45,59.5,0.9,0,30,138.3,57.8,58.9,1073,62.9,2.59,1.1,Matches
281,Ilsinho/Ilsinho,br BRA,FWMF,Philadelphia,33,1985,12.2,73.9,0.82,6.89,31.2,42.3,7.38,70.3,4.92,8.77,56.1,5.82,2,61.8,480.2,295.9,63.2,695,90.1,1.64,1.89,Matches
282,Hwang In-beom/Hwang-In-beom,kr KOR,MF,Vancouver,22,1996,31.2,68.9,2.4,18.2,38.2,17.3,1.06,66.5,0.8,1.38,58.1,0.87,2,51.3,264.6,124.4,54.8,1556,91,0.9,1.09,Matches
283,Clint Irwin/Clint-Irwin,us USA,GK,Colorado,29,1989,10,32.5,29.1,32.4,0.1,0,0,19.6,0,0,,0,0,11,65.9,45.9,7.8,77,98.7,0,0,Matches
284,Andreas Ivan/Andreas-Ivan,ro ROU,FWMF,NY Red Bulls,24,1995,5.4,48.9,1.48,8.52,16.9,26.9,3.89,45.2,1.48,3.33,44.4,1.67,0,31.5,203.1,112.6,43.1,159,68.2,3.15,0.74,Matches
285,Niki Jackson/Niki-Jackson,us USA,FWMF,Colorado,23,1995,0.4,50,2.5,2.5,35,12.5,5,47.5,2.5,5,50,2.5,1,27.5,155,12.5,65,16,61.5,2.5,0,Matches
286,Anthony Jackson-Hamel/Anthony-Jackson-Hamel,ca CAN,FW,Montreal,25,1993,6.9,29.7,0.29,1.01,14.1,15.8,3.91,27.7,0.58,0.87,66.7,0.58,1,17.8,90.3,48.1,50.6,159,45.6,2.46,1.45,Matches
287,Modou Jadama/Modou-Jadama,us USA,DF,Portland,24,1994,1,49,2,8,32,12,0,44,1,1,100,1,0,31,89,56,27,26,96.3,0,0,Matches
288,Dejan Jakovic/Dejan-Jakovic,ca CAN,DF,Los Angeles FC,33,1985,2,55,6.5,27.5,30.5,0,0,53,0.5,0.5,100,0.5,0,25.5,142.5,64,29,56,96.6,0,0.5,Matches
289,Robin Jansson/Robin-Jansson,se SWE,DF,Orlando City,27,1991,26.9,46.6,6.77,27.4,20.3,1.15,0.3,45.7,0.07,0.07,100,0.07,0,29.6,136.2,57.7,29.3,770,97.7,0.19,0.3,Matches
290,Leonardo Jara/Leonardo-Jara,ar ARG,DF,D.C. United,27,1991,25.4,61.7,3.54,17.9,31.4,16.4,1.65,54.6,2.13,2.95,72,2.2,3,41.6,194.9,115,43.1,960,87.8,1.22,0.91,Matches
291,Hector Jiménez/Hector-Jimenez,us USA,DF,Columbus,30,1988,18,61.6,4.39,19.4,28.3,17.1,1.28,52.6,0.28,0.61,45.5,0.28,0,33.4,156.1,83.2,38.3,616,89.3,1.06,0.44,Matches
292,Sam Johnson/Sam-Johnson,lr LBR,FW,Real Salt Lake,25,1993,14.4,29.7,1.04,2.71,14.7,14,3.47,28.8,0.76,1.18,64.7,0.76,0,19.1,115.8,53.5,43.5,305,48.6,3.19,0.83,Matches
293,Sean Johnson/Sean-Johnson,us USA,GK,NYCFC,29,1989,29,40.4,36.4,40.3,0.07,0.03,0.03,27.4,0.03,0.03,100,0.03,0,19.4,58.3,28.6,17.2,497,99.8,0.03,0,Matches
294,Will Johnson/Will-Johnson,ca CAN,MF,Orlando City,32,1987,18.8,58.4,3.83,17.8,31.1,12.5,1.7,56.5,0.53,0.59,90.9,0.53,0,37.6,189.6,85,41.6,712,90.9,0.16,0.48,Matches
295,DeJuan Jones/DeJuan-Jones,us USA,DFMF,New England,21,1997,14.4,50,3.33,13.2,22.7,18.5,2.64,44,1.32,2.36,55.9,1.32,0,30.6,238,154.4,33.3,386,80.6,1.6,1.18,Matches
296,Derrick Jones/Derrick-Jones,us USA,MF,Philadelphia,21,1997,0.6,31.7,0,11.7,20,1.67,0,31.7,0,0,,0,0,18.3,71.7,53.3,23.3,11,78.6,0,0,Matches
297,Joevin Jones/Joevin-Jones,tt TRI,FWDF,Seattle,27,1991,10.3,62.7,1.84,12.1,25.6,30.8,3.4,58,3.11,4.27,72.7,3.2,2,51,359.4,198.8,53.8,489,88.3,0.87,2.52,Matches
298,Judson/Judson,br BRA,MF,San Jose,25,1993,21.2,65.6,3.3,23.4,39.9,5.66,0.19,64.1,0.38,0.66,57.1,0.42,0,42.2,188.8,77.5,44.1,890,95.3,0.24,0.66,Matches
299,Florian Jungwirth/Florian-Jungwirth,de GER,DF,San Jose,30,1989,29.7,69,9.16,42.4,29,2.76,0.61,67.2,0.03,0.03,100,0.03,0,43.5,259.4,167.4,44.8,1305,98.1,0.17,0.07,Matches
300,Vitor Junior/Vitor-Junior,br BRA,DF,LA Galaxy,30,1989,0.1,130,0,0,80,50,0,130,0,0,,0,0,120,620,150,140,12,85.7,0,0,Matches
301,Mathias Jørgensen/Mathias-Jorgensen,dk DEN,FWMF,NY Red Bulls,18,2000,1.3,32.3,0.77,1.54,7.69,24.6,8.46,30,0,0.77,0,0,0,20,103.1,60.8,57.7,27,36,6.92,1.54,Matches
302,Kaku/Kaku,py PAR,MF,NY Red Bulls,24,1995,21.4,67.8,0.23,4.3,30.7,36.8,3.32,61.9,1.78,2.48,71.7,1.92,3,50.6,203.9,114.4,59.8,1077,84.1,2.01,1.07,Matches
303,Brent Kallman/Brent-Kallman,us USA,DF,Minnesota,28,1990,14.3,52.2,7.41,29.4,25.6,0.84,0.49,52,0.07,0.07,100,0.07,0,33.4,188.7,109.1,33.6,474,98.8,0.14,0.14,Matches
304,Kei Kamara/Kei-Kamara,sl SLE,FW,Colorado,34,1984,28.2,42.8,1.45,3.44,22.4,19.7,4.93,40.9,1.28,2.06,62.1,1.52,0,25.8,160.9,68.1,51.1,907,63,3.9,2.27,Matches
305,Ola Kamara/Ola-Kamara,no NOR,FW,D.C. United,29,1989,2.8,35.7,0.71,2.14,17.5,17.9,6.07,34.3,0.71,1.07,66.7,0.71,0,23.9,133.9,56.4,55,78,50.6,4.29,0.71,Matches
306,Johan Kappelhof/Johan-Kappelhof,nl NED,DF,Chicago,28,1990,28.4,49.6,4.33,22,24,7.15,0.46,45.3,0.35,0.63,55.6,0.35,0,29.4,179.6,95,29.4,801,96,0.74,0.25,Matches
307,Guram Kashia/Guram-Kashia,ge GEO,DF,San Jose,31,1987,21.2,70,9.06,43.3,29.2,1.84,0.71,68.7,0.28,0.33,85.7,0.28,1,45,246,141.1,45.7,954,98.6,0.42,0.14,Matches
308,Aleksandar Katai/Aleksandar-Katai,rs SRB,FWMF,Chicago,27,1991,23.3,58.3,0.64,5.71,20.2,37.1,6.95,53.7,3.56,6.01,59.3,3.95,6,48.2,418.1,260.7,56,1000,76.7,2.45,2.96,Matches
309,Mark-Anthony Kaye/Mark-Anthony-Kaye,ca CAN,MF,Los Angeles FC,24,1994,27.8,82.4,1.65,13.7,51.3,23,2.16,81.1,2.12,3.17,67,2.23,5,65.6,322.7,182.4,67.9,1749,92.7,1.91,2.01,Matches
310,Kim Kee-hee/Kim-Kee-hee,kr KOR,DF,Seattle,29,1989,28.9,53.6,5.43,28.7,25.2,3.43,0.87,52.4,0.38,0.48,78.6,0.38,0,34.8,214.9,122.5,36.6,1041,98.3,0.24,0.31,Matches
311,Aboubacar Keita/Aboubacar-Keita,us USA,DF,Columbus,18,2000,8.9,44.6,5.84,26.2,19.6,1.46,0.45,43,0.22,0.34,66.7,0.22,0,26.4,150,93.1,28.4,246,97.2,0.34,0,Matches
312,Jon Kempin/Jon-Kempin,us USA,GK,Columbus,25,1993,3,31,28.3,31,0,0,0,19.3,0,0,,0,0,14.3,81,43.3,11,33,100,0,0,Matches
313,Jasser Khemiri/Jasser-Khemiri,tn TUN,DF,Vancouver,21,1997,1,38,21,32,7,1,0,38,0,0,,0,0,14,103,61,11,11,100,0,1,Matches
314,Daniel Kinumbe/Daniel-Kinumbe,ca CAN,DF,Montreal,19,1999,0.7,64.3,2.86,10,34.3,25.7,2.86,52.9,1.43,2.86,50,1.43,1,41.4,261.4,135.7,48.6,26,76.5,0,2.86,Matches
315,Perry Kitchen/Perry-Kitchen,us USA,MF,LA Galaxy,26,1992,6.4,41.6,4.06,13.4,27,4.22,0.16,41.3,0.47,0.78,60,0.47,0,28.9,142.3,53.8,26.1,159,95.2,0.31,0.63,Matches
316,Sacha Kljestan/Sacha-Kljestan,us USA,MFFW,Orlando City,33,1985,15.1,69.6,1.26,9.67,34.2,31.3,2.52,65.7,1.06,1.66,64,1.06,2,49.5,278.1,138.8,56.4,732,85.9,1.66,1.32,Matches
317,Brad Knighton/Brad-Knighton,us USA,GK,New England,33,1985,7.4,28.9,24.5,28.8,0.14,0,0,16.9,0,0,,0,0,11.5,89.3,60.9,6.62,48,98,0,0,Matches
318,Kevin Kratz/Kevin-Kratz,de GER,MF,Atlanta,32,1987,0,2,0,0,2,0,0,2,0,0,,0,0,1,8,4,1,1,100,0,0,Matches
319,Damir Kreilach/Damir-Kreilach,hr CRO,MFFW,Real Salt Lake,29,1989,29.5,62.3,1.66,8.64,38.3,18,2.98,61,0.58,0.92,63,0.58,1,41.6,174,83,61.9,1462,80.1,1.8,1.25,Matches
320,Bojan Krkić/Bojan-Krkic,es ESP,MFFW,Montreal,28,1990,6.7,44.8,0.3,2.84,21.5,25.8,3.43,43.3,3.58,5.52,64.9,3.73,1,40.4,316.7,147.2,50,240,71.6,2.99,1.04,Matches
321,Ken Krolicki/Ken-Krolicki,us USA,MF,Montreal,22,1996,5.9,52.5,1.69,12.5,31,10.8,0.68,51.7,0.17,0.51,33.3,0.17,0,35.4,142,55.6,39.3,210,90.5,0.34,0.51,Matches
322,Kenneth Kronholm/Kenneth-Kronholm,de GER,GK,Chicago,33,1985,20,36,30.7,35.5,0.8,0.05,0,26.8,0.25,0.3,83.3,0.25,0,19.2,95.7,50.4,14.9,296,99,0.1,0.05,Matches
323,Connor Lade/Connor-Lade,us USA,DF,NY Red Bulls,29,1989,9.4,57.2,4.68,20.2,23.4,16.5,0.74,48.1,1.06,1.6,66.7,1.06,2,27,140.2,76.6,24.9,211,90.2,0.64,0.64,Matches
324,Roland Lamah/Roland-Lamah,be BEL,MFFW,FC Cincinnati,31,1987,19.8,43.8,0.61,5.76,20.7,21.1,3.59,42.3,1.82,2.98,61,2.12,2,34.2,241.4,138.1,45.9,647,71.3,2.32,1.82,Matches
325,Matt Lampson/Matt-Lampson,us USA,GK,LA Galaxy,29,1989,1,22,20,22,0,0,0,18,0,0,,0,0,15,61,32,9,9,100,0,0,Matches
326,Foster Langsdorf/Foster-Langsdorf,us USA,FW,Portland,23,1995,0.3,30,0,6.67,6.67,16.7,6.67,30,0,0,,0,0,16.7,70,6.67,40,7,58.3,3.33,0,Matches
327,Lassi Lappalainen/Lassi-Lappalainen,fi FIN,MFFW,Montreal,20,1998,7.6,42,1.58,7.76,16.7,21.4,3.68,41.4,1.97,3.95,50,2.11,1,33.8,274.1,157.2,36.3,224,81.2,1.71,2.5,Matches
328,Jeff Larentowicz/Jeff-Larentowicz,us USA,MF,Atlanta,35,1983,16.4,53.5,2.13,12.9,35.4,8.11,0.98,52.4,0.37,0.67,54.5,0.37,1,34.3,155.3,68.5,37.1,580,95.2,0.49,0.55,Matches
329,Richie Laryea/Richie-Laryea,ca CAN,DF,Toronto FC,24,1995,16.3,57.4,2.15,16.2,24.4,22.1,4.48,51.4,2.02,3.13,64.7,2.09,0,41.1,300.1,204.7,41.6,593,87.5,1.96,1.84,Matches
330,Forrest Lasso/Forrest-Lasso,us USA,DF,FC Cincinnati,25,1993,4.4,56.6,10.7,36.4,19.1,2.73,0.68,55.9,0,0,,0,0,32.3,137.7,80,35.9,156,98.7,0,0,Matches
331,Kemar Lawrence/Kemar-Lawrence,jm JAM,DF,NY Red Bulls,26,1992,19.2,57.1,3.59,17.1,26.1,16.5,0.83,46.3,0.57,0.68,84.6,0.57,1,27,122.8,59.2,26.8,457,88.7,0.68,0.89,Matches
332,Emmanuel Ledesma/Emmanuel-Ledesma,ar ARG,FWMF,FC Cincinnati,30,1988,19.6,48.1,1.07,7.14,21.9,21.2,3.01,44.2,1.28,1.63,78.1,1.28,2,32.6,147.9,73.2,42.7,630,75.3,1.94,2.09,Matches
333,Kelvin Leerdam/Kelvin-Leerdam,nl NED,DF,Seattle,28,1990,26.7,60.6,3.22,15.2,27.8,21.5,2.32,52.5,1.2,1.57,76.2,1.2,0,38.5,187,103.5,40.7,973,89.4,0.75,1.01,Matches
334,Brooks Lennon/Brooks-Lennon,us USA,DFFW,Real Salt Lake,21,1997,17.2,63,2.73,18.2,29.4,20.8,0.76,53.6,1.4,1.98,70.6,1.45,0,41,300.8,168.8,42.7,645,87.8,1.57,1.22,Matches
335,Brett Levis/Brett-Levis,ca CAN,DFFW,Vancouver,25,1993,3.7,55.7,8.38,17.8,23,18.1,1.08,49.2,0.81,2.43,33.3,0.81,0,35.9,187.3,120.3,38.9,119,82.6,1.35,1.62,Matches
336,Jonathan Lewis/Jonathan-Lewis,us USA,MFFW,NYCFC,21,1997,2.4,35.4,0,3.75,12.1,21.3,2.92,35.4,2.92,4.17,70,2.92,0,32.5,192.5,100,49.2,69,58.5,3.33,2.08,Matches
337,Jonathan Lewis/Jonathan-Lewis,us USA,FWMF,Colorado,21,1997,10,34.7,1,4.3,13.9,20,4,33.8,2.5,3.5,71.4,2.7,0,28.8,274.9,190,38.6,254,65.8,1.4,2.6,Matches
338,Danny Leyva/Danny-Leyva,us USA,MF,Seattle,15,2003,4.6,63.7,2.39,13,39.3,15.4,0.65,62.6,1.09,1.52,71.4,1.09,0,44.6,190.4,81.3,48.7,207,92.4,0.65,0.87,Matches
339,Grant Lillard/Grant-Lillard,us USA,DF,Chicago,23,1995,2.3,51.7,10.9,34.3,18.3,1.3,0.43,49.1,0,0,,0,0,28.7,141.7,67.8,30,65,94.2,0,0,Matches
340,Nick Lima/Nick-Lima,us USA,DF,San Jose,24,1994,20.1,57.9,3.33,17.7,25,18.5,2.44,50.1,1.24,2.24,55.6,1.54,2,36.3,203.4,130.3,38.5,691,89.4,1.04,1.19,Matches
341,Jaylin Lindsey/Jaylin-Lindsey,us USA,DF,Sporting KC,18,2000,1,52,5,12,26,17,1,44,3,4,75,3,0,38,223,103,36,33,91.7,1,2,Matches
342,Sebastian Lletget/Sebastian-Lletget,us USA,MFFW,LA Galaxy,26,1992,25.7,64.3,1.4,9.18,35.3,24.4,3.35,62,1.25,1.52,82.1,1.32,3,50.9,269.1,125.1,56.3,1284,88.8,1.28,0.89,Matches
343,Robin Lod/Robin-Lod,fi FIN,FWMF,Minnesota,25,1993,6.5,44,0.46,6.77,21.4,20.6,3.23,43.2,1.08,2,53.8,1.23,0,33.7,230.3,121.5,42,199,72.9,1.38,2.31,Matches
344,Nicolás Lodeiro/Nicolas-Lodeiro,uy URU,MF,Seattle,29,1989,27.8,91.2,1.08,8.92,48.2,41.4,4.17,81.3,1.22,2.84,43,1.44,9,65,398.2,182.5,78.6,1851,84.7,2.73,2.84,Matches
345,Aaron Long/Aaron-Long,us USA,DF,NY Red Bulls,26,1992,23.5,49.1,6.3,24.1,23.6,3.06,1.53,46.5,0.09,0.09,100,0.09,0,19.3,91.4,38.1,18,390,92.4,0.26,0.3,Matches
346,Marcos López/Marcos-Lopez,pe PER,DF,San Jose,19,1999,12.9,69.4,2.87,19.8,36.7,19.7,1.86,61.2,0.93,1.47,63.2,1.01,1,45.3,318.2,193.2,47.7,576,93.7,0.93,1.63,Matches
347,Marvin Loría/Marvin-Loria,cr CRC,FW,Portland,21,1997,7.8,54.7,1.28,5.9,18.5,34.2,6.79,52.3,2.44,2.95,82.6,2.56,0,42.1,262.7,131.2,49.2,307,79.9,2.05,1.79,Matches
348,Daniel Lovitz/Daniel-Lovitz,us USA,DF,Montreal,27,1991,28,65.1,3.14,20.1,30.9,18.8,0.86,55.4,1.32,2.18,60.7,1.5,1,39.9,231.8,132.3,41.7,1083,92.7,0.82,0.68,Matches
349,Jorge Luis Corrales/Jorge-Luis-Corrales,cu CUB,DF,Montreal,27,1991,1.1,77.3,5.45,26.4,32.7,22.7,1.82,67.3,1.82,3.64,50,1.82,0,57.3,234.5,134.5,57.3,61,96.8,0,0.91,Matches
350,Jorge Luis Corrales/Jorge-Luis-Corrales,cu CUB,DF,Chicago,27,1991,11.5,60.4,3.39,18.8,31,15,0.43,52.7,1.22,1.48,82.4,1.3,1,39.5,203.4,109,37.4,405,94.2,0.78,0.96,Matches
351,Everton Luiz/Everton-Luiz,br BRA,MF,Real Salt Lake,30,1988,23.4,49.7,2.22,12.1,32.8,9.44,0.6,48.3,1.5,2.09,71.4,1.58,3,35,242.3,116.9,35,734,89.5,0.9,0.94,Matches
