"Team"	"TotalTackles"	"DribbledPast"	"TotalAttemptedTackles"	"R"	"Interceptions"	"Fouled"	"Fouls"	"Yellow"	"Red"	"CaughtOffside"	"Clearances"	"ShotsBlocked"	"CrossesBlocked"	"PassesBlocked"	"TotalSaves"	"SixYardBoxSaves"	"PenaltyAreaSaves"	"OutOfBoxSaves"	"TotalShots"	"OutOfBoxShots"	"SixYardBoxShots"	"PenaltyAreaShots"	"TotalGoals"	"SixYardBoxGoals"	"PenaltyAreaGoals"	"OutOfBoxGoals"	"Unsuccessful"	"Successful"	"TotalDribbles"	"UnsuccessfulTouches"	"Dispossessed"	"TotalAerial"	"AerialWon"	"AerialLost"	"TotalPasses"	"AccLB"	"InAccLB"	"AccSP"	"InAccSP"	"TotalKeyPasses"	"LongKeyPasses"	"ShortKeyPasses"	"CrossAss"	"CornerAss"	"ThroughballAss"	"FreekickAss"	"OtherAss"	"TotalAss"	"OpenPlayShots"	"CounterShots"	"SetPieceShots"	"PenaltyShots"	"CrossKP"	"CornerKP"	"ThroughballKP"	"FreekickKP"	"ThrowinKP"	"OtherKP"	"League"	"SA"	"Tackles.pg"	"Ints.pg"	"Fouls.pg"	"Offsides"	"GF"	"Discipline"	"Possesion"	"percPass"	"AerialsWon"	"percOppThird"	"percMiddleThird"	"attackMiddle"	"npxG"	"npxGA"	"ppda_coef"	"oppda_coef"	"deep"	"deep_allowed"	"xG_diff"	"xGA_diff"	"xGA"	"xG"	"FastSF"	"FastSA"	"FastGF"	"FastGA"	"FastxG"	"FastxGA"	"FastxGperShot"	"FastxGAperShot"	"NormalSF"	"NormalSA"	"NormalGF"	"NormalGA"	"NormalxG"	"NormalxGA"	"NormalxGperShot"	"NormalxGAperShot"	"StandardSF"	"StandardSA"	"StandardGF"	"StandardGA"	"StandardxG"	"StandardxGA"	"StandardxGperShot"	"StandardxGAperShot"	"SlowSF"	"SlowSA"	"SlowGF"	"SlowGA"	"SlowxG"	"SlowxGA"	"SlowxGperShot"	"SlowxGAperShot"	"GP"	"GA"	"percOutofBoxShots"	"percSixYardBoxShots"	"percPenaltyAreaShots"	"percOutofBoxGoals"	"percSixYardBoxGoals"	"percPenaltyAreaGoals"	"percAerial"	"TotalLB"	"accLB"	"percLB"	"TotalSP"	"accSP"	"percLongKeyPasses"	"percCrossAss"	"percCornerAss"	"percThroughballAss"	"percFreekickAss"	"percSetPieceAss"	"percDribbles"	"percSetPieceShots"	"percCounterShots"	"percLongKP"	"percTBKP"	"percCrossKP"	"percSetPieceKP"	"xGper"	"xGdiffper"	"xGAper"	"xGAdiffper"	"SuccessDA"	"CounterDA"	"npXGAperShot"	"xGshot"
"Real Salt Lake"	14	8.9	23	11	10.4	11.5	11.2	1.9	0.1	2.6	19.4	3.4	1.8	5.9	2.6	0.1	1.6	0.9	12.6	5.9	0.5	6.2	1.35	0.2	0.8	0.3	6.6	9.5	16.1	15.4	8.3	29.1	15.1	14	440.2	33.7	32.3	323	51.1	9.5	2	7.5	0.1	0	0.1	0	0.7	0.9	9.4	0.4	2.6	0.2	1.6	0.7	0.2	0.3		7.3	"MLS"	11.1	16.5	10.5	12	1.8	46	623	49	80.5	13.8	25	46	26									38.8	35																																	34	41	0.468253968253968	0.0396825396825397	0.492063492063492	0.222222222222222	0.148148148148148	0.592592592592593	0.518900343642612	66	0.510606060606061	0.149931849159473	374.1	0.863405506549051	0.210526315789474	0.111111111111111	0	0.111111111111111	0	0	0.590062111801242	0.216666666666667	0.0425531914893617	0.210526315789474	0.021978021978022	0.175824175824176	0.105263157894737	1.02941176470588	0.323529411764706	1.14117647058824	0.0647058823529413	26.9	0.0148698884758364		0.0816993464052287
"Chicago Fire"	16.5	9.4	25.9	12	10.5	10.1	12	1.8	0.1	1.8	15.8	2.6	0.9	6.2	2.7	0.3	1.1	1.3	14.1	5.3	1.4	7.4	1.56	0.4	1	0.1	6.4	9	15.4	15.3	8	27.6	13.8	13.8	440.8	30.5	32.8	324.5	52.9	10.9	2.2	8.6	0.4	0.1	0	0.1	0.7	1.1	9.9	0.5	3.6	0.1	2.4	0.9	0.2	0.4		8.1	"MLS"	14.2	16.8	10.1	13.4	1.7	53	756	49.6	81.5	13.9	28	45	25									40.2	54.9																																	34	47	0.375886524822695	0.099290780141844	0.524822695035461	0.0641025641025641	0.256410256410256	0.641025641025641	0.5	63.3	0.481832543443918	0.143602540834846	377.4	0.859830418653948	0.201834862385321	0.363636363636364	0.0909090909090909	0	0.0909090909090909	0.181818181818182	0.584415584415584	0.266666666666667	0.0505050505050505	0.201834862385321	0.0186915887850467	0.224299065420561	0.119266055045872	1.61470588235294	-0.0558823529411764	1.18235294117647	0.2	27.3	0.0183150183150183		0.114518147684606
"New York Red Bulls"	19.9	10.9	30.8	13	12	12.7	11.9	1.5	0.1	2	19.6	2.8	0.9	9.1	2.7	0.1	1.6	0.9	13.1	4.5	1	7.7	1.44	0.3	1.1	0.1	7.4	7.5	14.9	16.9	10	44.6	21.7	22.9	383	17.6	41	245	79.4	9.8	1.5	8.3	0.3	0	0.1	0	0.7	1	8.7	0.4	3.9	0.1	2.3	1	0.4	0.4		6.8	"MLS"	13.2	20.1	11.9	11.9	2	49	525	46.9	68.2	22.4	32	42	24									43	46.8																																	34	51	0.343511450381679	0.0763358778625954	0.587786259541985	0.0694444444444444	0.208333333333333	0.763888888888889	0.486547085201794	58.6	0.300341296928328	0.153002610966057	324.4	0.755240443896424	0.153061224489796	0.3	0	0.1	0	0	0.503355704697987	0.30952380952381	0.0459770114942529	0.153061224489796	0.0421052631578947	0.242105263157895	0.142857142857143	1.37647058823529	0.0647058823529413	1.26470588235294	0.235294117647059	32.1	0.0124610591900312		0.105074090704984
"Seattle Sounders FC"	15.8	8.6	24.4	14	10.4	12.1	10.2	1.5	0.1	1.6	17.2	3.1	1.4	7.5	3.4	0.1	1.6	1.6	12.5	4.2	1.2	7.1	1.47	0.3	1.1	0.1	6.2	8.3	14.5	14.5	10.9	27.3	13.9	13.4	471.8	32.2	26.1	354.1	59.4	9.8	1.2	8.6	0.2	0	0.1	0	0.7	1	8.5	0.4	3.6	0.1	2.6	1	0.3	0.4		6.6	"MLS"	12.8	13.9	10.1	11.4	2.6	50	676	50.5	81.1	15.4	27	45	23									47.5	45.2																																	34	49	0.336	0.096	0.568	0.0680272108843537	0.204081632653061	0.748299319727891	0.509157509157509	58.3	0.552315608919382	0.12356930902925	413.5	0.856348246674728	0.122448979591837	0.2	0	0.1	0	0	0.572413793103448	0.297520661157025	0.0470588235294118	0.122448979591837	0.0315789473684211	0.273684210526316	0.142857142857143	1.32941176470588	0.141176470588235	1.39705882352941	0.0441176470588235	24.3	0.0164609053497942		0.106352941176471
"Colorado Rapids"	15	10.2	25.2	15	10.3	10.3	12	2	0.2	1.5	20.3	4.2	1.5	6.3	3.4	0.2	2.2	1	14.2	5.5	1	7.7	1.68	0.4	1.1	0.2	7	9.4	16.4	14	9.3	31.6	16.3	15.3	350.5	27.9	33.2	243	46.4	10.3	3	7.3	0.4	0.3	0	0	0.6	1.1	9	0.5	4.5	0.2	3.3	1.5	0.2	0.6		6.3	"MLS"	15.5	15	10.3	12	1.5	57	688	44.2	77.3	16.3	28	44	28									58.1	47.9																																	34	63	0.387323943661972	0.0704225352112676	0.542253521126761	0.119047619047619	0.238095238095238	0.654761904761905	0.515822784810127	61.1	0.456628477905074	0.17432239657632	289.4	0.839668279198341	0.29126213592233	0.363636363636364	0.272727272727273	0	0	0.272727272727273	0.573170731707317	0.333333333333333	0.0555555555555556	0.29126213592233	0.0204081632653061	0.336734693877551	0.203883495145631	1.40882352941176	0.267647058823529	1.70882352941176	0.144117647058823	25.3	0.0197628458498024		0.0992129246064623
"New England Revolution"	15.7	10	25.7	16	10.6	12.1	12.8	1.9	0.2	1.6	19	3.7	0.9	7.1	3.9	0.3	2.4	1.2	13.4	4.7	0.9	7.8	1.44	0.4	0.9	0.2	8.6	9.8	18.4	17	10.2	31.7	15.9	15.8	389.1	27.8	31.9	269.9	59.5	9.9	1.6	8.3	0.3	0.1	0.1	0	0.7	1.1	9.8	0.5	2.9	0.2	2	0.8	0.5	0.4		7.1	"MLS"	12.8	15	8.4	10	1.7	49	573	53.1	84.6	12.3	30	44	26									60.2	46.5																																	34	57	0.350746268656716	0.0671641791044776	0.582089552238806	0.138888888888889	0.277777777777778	0.625	0.501577287066246	59.7	0.465661641541039	0.15343099460293	329.4	0.819368548876746	0.161616161616162	0.272727272727273	0.0909090909090909	0.0909090909090909	0	0.0909090909090909	0.532608695652174	0.228346456692913	0.0510204081632653	0.161616161616162	0.0520833333333333	0.208333333333333	0.121212121212121	1.36764705882353	0.0735294117647059	1.77058823529412	-0.0941176470588236	25.6	0.01953125		0.10206321334504
"Toronto FC"	15.2	8	23.2	17	8.5	10.6	9.7	1.4	0.1	1.8	14.6	2.4	1.4	6.8	2.7	0.2	1.3	1.2	12.9	4.1	0.9	7.9	1.68	0.4	1	0.3	7.1	9.3	16.4	15.9	9.2	24.1	12.1	12	529.8	32.9	25.8	418.8	52.2	10	1.8	8.2	0.2	0	0.1	0	0.9	1.1	9.5	0.4	2.9	0.2	2.1	1	0.3	0.3		7.4	"MLS"	14.8	15.7	10.5	12.8	1.7	57	686	46.1	76.6	15.9	31	42	27									42.4	47.4																																	34	52	0.317829457364341	0.0697674418604651	0.612403100775194	0.178571428571429	0.238095238095238	0.595238095238095	0.50207468879668	58.7	0.560477001703578	0.110796526991317	471	0.889171974522293	0.18	0.181818181818182	0	0.0909090909090909	0	0	0.567073170731707	0.233870967741935	0.0421052631578947	0.18	0.0306122448979592	0.214285714285714	0.13	1.39411764705882	0.282352941176471	1.24705882352941	0.282352941176471	24.2	0.0165289256198347		0.108071135430917
"Orlando City"	15.9	10.1	26.1	18	10.3	9.6	11.1	1.8	0.1	1.6	21	2.5	1.2	6.1	3.4	0.1	1.9	1.3	11.4	4.6	1	5.8	1.29	0.2	0.9	0.1	6.9	9.1	16	15	9.3	28.5	14.2	14.3	431.5	27.2	31.1	318.5	54.7	8.4	1.2	7.2	0.2	0.1	0.1	0.1	0.6	0.9	7.9	0.4	3	0.1	1.7	0.9	0.3	0.2		6.1	"MLS"	13.7	15.9	10.3	11.1	1.6	44	623	48.1	80.1	14.2	28	43	27									41.9	40.8																																	34	52	0.403508771929825	0.087719298245614	0.508771929824561	0.0775193798449612	0.155038759689922	0.697674418604651	0.498245614035088	58.3	0.466552315608919	0.135110081112399	373.2	0.853429796355841	0.142857142857143	0.222222222222222	0.111111111111111	0.111111111111111	0.111111111111111	0.222222222222222	0.56875	0.275229357798165	0.0506329113924051	0.142857142857143	0.037037037037037	0.209876543209877	0.130952380952381	1.2	0.0941176470588236	1.23235294117647	0.297058823529412	26.2	0.0152671755725191		0.105263157894737
"Montreal Impact"	16.2	9.1	25.3	19	10.5	11.3	11.2	1.6	0.1	1.4	17	2.1	1.1	6.8	2.6	0.1	1.5	1	11.5	4.5	1	6.1	1.29	0.3	0.9	0.1	6.5	10.2	16.7	15.3	10.7	28.5	14.6	13.9	456.3	32.7	31.2	338.7	53.6	8.6	1.5	7.1	0.3	0.1	0.1	0	0.5	0.9	7.6	0.5	3.2	0.2	2.1	0.9	0.2	0.4		6	"MLS"	11.1	16.2	10.5	11.2	1.4	44	553	49.5	81.4	14.6	26	48	21									41.1	37.9																																	34	60	0.391304347826087	0.0869565217391304	0.530434782608696	0.0775193798449612	0.232558139534884	0.697674418604651	0.512280701754386	63.9	0.511737089201878	0.140039447731755	392.3	0.863369869997451	0.174418604651163	0.333333333333333	0.111111111111111	0.111111111111111	0	0.111111111111111	0.610778443113772	0.296296296296296	0.0657894736842105	0.174418604651163	0.0240963855421687	0.253012048192771	0.151162790697674	1.11470588235294	0.179411764705882	1.20882352941176	0.555882352941176	26.7	0.0187265917602996		0.0969309462915601
"Vancouver Whitecaps"	14.2	8.4	22.6	20	11.8	10.9	10.5	1.9	0	1.1	23.8	5.2	1.3	5.2	4.4	0.1	2.5	1.9	10.6	4.3	0.6	5.7	1.09	0.1	0.8	0.1	6.1	8.4	14.6	13.5	8.8	27.6	13.3	14.3	426.9	29.5	32.8	315.6	49	7.5	1.5	6	0.1	0.1	0	0	0.5	0.6	7.5	0.4	2.4	0.2	1.7	0.6	0	0.3		5.7	"MLS"	13	16.9	10.1	11.7	1.6	37	571	49.2	80.4	13.9	23	42	24									56.6	31.2																																	34	59	0.405660377358491	0.0566037735849057	0.537735849056604	0.0917431192660551	0.0917431192660551	0.73394495412844	0.481884057971014	62.3	0.473515248796148	0.145935816350433	364.6	0.865606143719144	0.2	0.166666666666667	0.166666666666667	0	0	0.166666666666667	0.575342465753425	0.242424242424242	0.0533333333333333	0.2	0	0.22972972972973	0.12	0.917647058823529	0.170588235294118	1.66470588235294	0.0705882352941176	28.7	0.0139372822299652		0.0865704772475028
"Columbus Crew"	16.9	9.9	26.8	21	10.1	10.3	11.7	1.7	0	1.6	16.4	2.8	1.4	7.7	2.6	0.1	1.5	1	11.6	4.8	0.9	5.9	1.09	0.1	0.9	0.1	7.4	9.3	16.8	14.8	9.3	29.5	13.9	15.6	447.7	30.6	31.9	329.2	56	8.5	1.5	7	0.2	0.1	0	0.1	0.5	0.8	8.3	0.4	2.8	0.1	2.1	0.9	0.1	0.3		6	"MLS"	20.1	14.2	11.8	10.5	1.1	37	631	46.6	80.8	13.3	28	44	26									43.9	35.1																																	34	47	0.413793103448276	0.0775862068965517	0.508620689655172	0.0917431192660551	0.0917431192660551	0.825688073394495	0.471186440677966	62.5	0.4896	0.139602412329685	385.2	0.854620976116303	0.176470588235294	0.25	0.125	0	0.125	0.25	0.553571428571429	0.252252252252252	0.0481927710843373	0.176470588235294	0.0121951219512195	0.25609756097561	0.141176470588235	1.03235294117647	0.0558823529411764	1.29117647058824	0.0911764705882353	24.3	0.0164609053497942		0.0889959432048682
"Houston Dynamo"	17.3	10.8	28.1	22	8.4	11.7	12.2	1.9	0.1	2	14.7	3.3	1.3	6.6	3.1	0.1	1.6	1.4	13.4	5.8	1	6.5	1.32	0.2	1	0.1	6.7	8.6	15.3	13.5	8.4	26.1	11.3	14.8	412.4	28.2	29.7	307	47.5	9.8	1.6	8.2	0.1	0	0.1	0	0.8	1.1	10	0.4	2.8	0.1	1.6	0.5	0.4	0.3		7.6	"MLS"	14.3	17.3	8.4	12.2	2	45	664	47.4	81.3	11.3	27	45	26									45.6	45.3																																	34	59	0.432835820895522	0.0746268656716418	0.485074626865672	0.0757575757575758	0.151515151515152	0.757575757575758	0.432950191570881	57.9	0.487046632124352	0.140397672162949	354.5	0.866008462623413	0.163265306122449	0.0909090909090909	0	0.0909090909090909	0	0	0.562091503267974	0.21875	0.04	0.163265306122449	0.0416666666666667	0.166666666666667	0.0816326530612245	1.33235294117647	-0.00882352941176462	1.34117647058824	0.394117647058823	25.7	0.0155642023346303		0.0994293239683933
"Sporting Kansas City"	14.1	10.9	25.1	23	9.1	11.6	12.3	2.1	0.2	1.4	16.2	3	0.9	6.9	3.4	0.1	2.1	1.3	14.7	6.3	0.6	7.7	1.35	0.3	0.8	0.3	6.6	8	14.6	15.3	8	28.2	13.3	14.9	467.9	30.1	27.7	357.7	52.4	10.1	1.9	8.2	0.1	0	0.1	0	0.6	0.9	10.1	0.4	3.8	0.3	1.8	0.9	0.5	0.3		7.4	"MLS"	13.6	14.1	9.1	12.3	1.4	46	727	51.9	82.9	13.3	29	42	26									47.7	49.7																																	34	67	0.428571428571429	0.0408163265306122	0.523809523809524	0.222222222222222	0.222222222222222	0.592592592592593	0.471631205673759	57.8	0.520761245674741	0.123530668946356	410.1	0.872226286271641	0.188118811881188	0.111111111111111	0	0.111111111111111	0	0	0.547945205479452	0.273381294964029	0.0396039603960396	0.188118811881188	0.0515463917525773	0.185567010309278	0.118811881188119	1.46176470588235	-0.108823529411765	1.40294117647059	0.567647058823529	23.2	0.0172413793103448		0.0994397759103642
"FC Cincinnati"	15.2	8.2	23.4	24	10.7	11.3	10.9	1.6	0.1	1.9	19.6	3.8	1.1	6.3	2.7	0.3	1.5	0.9	10.6	4.4	0.6	5.6	0.85	0.1	0.7	0.1	6.4	8.4	14.8	15.6	7.8	32.4	16.3	16.1	409.3	30.3	34.1	289.3	55.6	8	1.8	6.2	0.1	0	0.1	0	0.3	0.6	7.4	0.2	2.8	0.1	1.7	0.8	0.3	0.6		5.5	"MLS"	15.1	15.2	10.7	10.9	1.9	29	564	47.6	78.1	16.3	25	45	25									56.8	32.8																																	34	75	0.415094339622642	0.0566037735849057	0.528301886792453	0.117647058823529	0.117647058823529	0.823529411764706	0.503086419753086	64.4	0.470496894409938	0.157341803078427	344.9	0.838793853290809	0.225	0.166666666666667	0	0.166666666666667	0	0	0.567567567567568	0.274509803921569	0.027027027027027	0.225	0.04	0.226666666666667	0.175	0.964705882352941	-0.111764705882353	1.67058823529412	0.535294117647059	25.9	0.00772200772200772		0.0910099889012209
"Atalanta"	16.8	10.2	26.9	1	10.2	14	13.6	2.1	0.1	1.4	13.1	3.1	1.2	7.3	2.3	0.1	1.2	1	20.1	6.7	1.5	12	2.8	0.6	1.7	0.5	7.2	9.1	16.2	15.6	9.6	30.5	16	14.5	522.4	28.4	25.7	407.5	60.8	15	1.2	13.7	0.3	0	0.2	0	1.4	2	14.4	0.8	4.6	0.3	3.1	1.1	0.6	0.4	0.1	11	"Serie A"	11.2	16.8	10.2	13.6	1.4	70	532	55.7	83.4	16	32	45	24	58.052148	24.385745	7.79419947880245	12.6417569530954	238	93	-5.82306200000002	-6.569066	27.430934	64.176938	24	17	5	4	4.4437718167901	2.72099891118705	0.185157159032921	0.160058759481591	336	179	45	20	41.9798977961764	17.3230606531724	0.12494017201243	0.0967768751573879	124	74	18	10	17.7402375414968	9.93424360081553	0.143066431786264	0.134246535146156	20	12	2	0	2.06922350078821	0.380619952455163	0.103461175039411	0.0317183293712636	25	34	0.333333333333333	0.0746268656716418	0.597014925373134	0.178571428571429	0.214285714285714	0.607142857142857	0.524590163934426	54.1	0.524953789279113	0.103560490045942	468.3	0.870168695280803	0.08	0.15	0	0.1	0	0	0.561728395061728	0.242105263157895	0.0555555555555556	0.08	0.0408163265306122	0.210884353741497	0.1	2.56707752	0.232922480000001	1.09723736	0.26276264	27	0.0296296296296296	2.17729866071429	0.127715299502488
"Lazio"	15	10.7	25.7	2	10.6	10.5	12	2.6	0.1	1.8	17	3.7	1.3	6.8	3.1	0.1	1.4	1.6	15.8	5.1	0.7	10	2.3	0.2	1.9	0.2	5.8	9.8	15.6	13.5	7.6	25.7	12.2	13.5	472.9	33.7	20.5	365.6	53.1	12	1.7	10.3	0.2	0	0.2	0	1	1.4	10.7	1.3	3.3	0.5	2.8	1	0.7	0.2	0	8.3	"Serie A"	13.5	15	10.6	12	1.8	60	672	50.1	84.4	12.2	29	45	30	39.971359	29.170221	12.9875681975054	13.3400701270975	241	144	-9.24360200000001	8.453961	31.453961	50.756398	33	16	5	0	5.14206844009459	1.53936105500907	0.155820255760442	0.0962100659380667	259	228	33	15	26.0183185786009	18.6799329919741	0.100456828488806	0.0819295306665529	98	84	20	6	19.1330008590594	8.77909624576569	0.195234702643463	0.10451305054483	23	23	2	2	2.25550453457981	3.63016360718757	0.0980654145469484	0.157833200312503	26	23	0.322784810126582	0.0443037974683544	0.632911392405063	0.0869565217391304	0.0869565217391304	0.826086956521739	0.474708171206226	54.2	0.621771217712177	0.114611968703743	418.7	0.873178887031287	0.141666666666667	0.142857142857143	0	0.142857142857143	0	0	0.628205128205128	0.235714285714286	0.121495327102804	0.141666666666667	0.0593220338983051	0.23728813559322	0.1	1.95216915384615	0.355523153846154	1.20976773076923	-0.325152346153846	25.6	0.05078125	2.16075711111111	0.123555009737098
"Juventus"	14.3	9.1	23.5	3	9.9	12.8	13.5	2.2	0.1	1.9	15.7	2.8	1.9	6.7	3.2	0.1	1.6	1.5	17.5	6.9	1	9.5	1.9	0.3	1.4	0.2	6.7	11.2	18	14.4	7.3	22	12.5	9.5	577.8	29.8	18.5	477.2	52.3	12.9	2.1	10.8	0.2	0.1	0.1	0	0.9	1.2	12.6	0.7	3.9	0.3	2.6	0.9	0.3	0.3	0	9.8	"Serie A"	12	14.3	9.9	13.5	1.9	50	562	57.1	87.8	12.5	31	45	28	43.19227	20.792935	8.27495085666312	15.4147647590643	203	120	-0.717341000000005	3.103988	27.103988	49.282659	20	15	2	0	2.54217436071485	1.30993382353336	0.127108718035743	0.0873289215688904	288	198	29	11	28.6355502642691	12.9307101955637	0.0994289939731566	0.0653066171493118	112	86	18	9	17.3208958040923	12.503272363916	0.154650855393681	0.145386887952512	36	14	1	4	2.99314048700035	1.32835845090449	0.0831427913055652	0.0948827464931778	26	24	0.394285714285714	0.0571428571428571	0.542857142857143	0.105263157894737	0.157894736842105	0.736842105263158	0.568181818181818	48.3	0.616977225672878	0.0835929387331256	529.5	0.901227573182247	0.162790697674419	0.166666666666667	0.0833333333333333	0.0833333333333333	0	0.0833333333333333	0.622222222222222	0.236363636363636	0.0555555555555556	0.162790697674419	0.0236220472440945	0.204724409448819	0.0930232558139535	1.89548688461538	0.0275900384615386	1.04246107692308	-0.119384153846154	24.2	0.0289256198347107	1.73274458333333	0.108313536263736
"Inter"	14.2	11.2	25.3	4	9.8	11.1	15	2.6	0.2	2.6	17.5	3.3	2	6.7	2.5	0.1	1.3	1.2	16.2	6.2	1.1	8.9	2	0.3	1.4	0.3	5.2	8.5	13.6	12.6	7.7	27.8	14.8	13	500.2	32.5	20.1	392.4	55.2	11.6	1.7	9.9	0.4	0	0	0	0.9	1.3	11.7	0.6	3.7	0.3	3	1	0.2	0.3	0	8.2	"Serie A"	12.8	14.2	9.8	15	2.6	49	654	51.6	85	14.8	28	44	28	39.021527	23.714051	9.46547511331863	16.9875653115001	179	125	-4.64937400000001	1.997944	25.997944	44.350626	21	13	5	3	2.50126124080271	1.24304513260722	0.119107678133462	0.0956188563544017	257	210	25	16	28.7809968320653	15.8975006304681	0.111988314521655	0.0757023839546101	97	82	15	4	11.2926652636379	9.88578218128532	0.11641922952204	0.120558319283967	30	17	4	1	2.36529626976699	0.489219170995057	0.0788432089922329	0.0287775982938269	25	24	0.382716049382716	0.0679012345679012	0.549382716049383	0.15	0.15	0.7	0.532374100719424	52.6	0.61787072243346	0.10515793682527	447.6	0.876675603217158	0.146551724137931	0.307692307692308	0	0	0	0	0.625	0.24025974025974	0.0512820512820513	0.146551724137931	0.0175438596491228	0.263157894736842	0.112068965517241	1.77402504	0.18597496	1.03991776	-0.0799177599999999	24	0.025	1.852660234375	0.109507718518519
"Roma"	12.8	7.8	20.7	5	10.8	11.7	14.2	2.8	0.2	1.3	15.8	2.6	1.5	5.8	2.9	0	1.6	1.3	17.3	7.1	1.4	8.8	2	0.5	1	0.3	6.7	12.4	19	14	8.2	28.2	15.6	12.5	466.2	34.9	24.5	357.3	49.6	12.6	2.5	10.1	0.3	0.1	0.2	0	0.7	1.2	11	0.6	5.3	0.3	3.4	1.7	0.5	0.4	0	8.4	"Serie A"	11.2	12.8	10.8	14.2	1.3	51	736	52.9	84.1	15.6	31	44	30	47.687924	27.738148	10.6530379382904	13.6480775219435	232	137	3.53948	-1.817888	33.182112	54.53948	18	22	4	2	3.52994727343321	2.86398798879236	0.1961081818574	0.130181272217835	262	177	23	20	30.0904010683298	17.6864147805609	0.114848859039427	0.0999232473478016	147	72	18	12	18.9352091066539	11.278720878996	0.128810946303768	0.156648901097166	27	19	6	1	5.73806897550821	1.84436122421175	0.212521073166971	0.0970716433795659	26	35	0.410404624277457	0.0809248554913295	0.508670520231214	0.15	0.25	0.5	0.553191489361702	59.4	0.587542087542088	0.127413127413127	406.9	0.878102727942983	0.198412698412698	0.25	0.0833333333333333	0.166666666666667	0	0.0833333333333333	0.652631578947368	0.325153374233129	0.0545454545454545	0.198412698412698	0.040650406504065	0.276422764227642	0.166666666666667	2.09767230769231	-0.136133846153846	1.27623507692308	0.0699187692307691	23.6	0.0254237288135593	2.47662035714286	0.121252734548688
"Sassuolo"	15	8.2	23.2	6	9.4	15	13.4	2.7	0.1	1.8	17.3	3.6	2.1	6.8	3.9	0.2	2.4	1.2	14.5	7.1	0.6	6.8	1.6	0.2	1.3	0.2	8	13.3	21.3	13.9	9.5	20.4	9.3	11.1	530	18.6	21.1	438.8	51.6	11.1	1.2	9.9	0.2	0	0.1	0	1	1.3	10.2	0.7	3.5	0.1	1.5	0.7	0.5	0.2	0.1	8.9	"Serie A"	14.1	15	9.4	13.4	1.8	41	682	55.7	86.3	9.3	29	43	29	32.042861	36.117242	10.365545520133	11.8013272804849	184	177	-7.434539	2.446313	41.446313	33.565461	19	35	4	5	2.9590094704181	7.37742294184864	0.155737340548321	0.210783512624247	231	226	33	17	22.3245368269272	20.308807335794	0.0966430165667845	0.0898619793619202	86	78	3	16	7.53789522312582	16.1714236792177	0.0876499444549513	0.207325944605355	21	15	1	1	1.22418813873082	1.51446969434619	0.0582946732728964	0.100964646289746	25	39	0.489655172413793	0.0413793103448276	0.468965517241379	0.125	0.125	0.8125	0.455882352941177	39.7	0.468513853904282	0.0749056603773585	490.4	0.894779771615008	0.108108108108108	0.153846153846154	0	0.0769230769230769	0	0	0.624413145539906	0.255474452554745	0.0686274509803922	0.108108108108108	0.0458715596330275	0.137614678899083	0.0810810810810811	1.34261844	0.29738156	1.65785252	-0.0978525199999999	24.4	0.0286885245901639	2.56150652482269	0.0925943751724138
"Napoli"	13.6	9.4	23	7	8.8	13.8	11.7	2.2	0.1	1.6	11.7	2.6	1	5.6	2.6	0.2	1.3	1.2	18.5	8	1.3	9.3	1.6	0.4	0.9	0.2	6.7	9.9	16.5	11.7	8.1	22.5	11.6	10.9	591	24.9	17.5	492.6	56.1	14.2	2	12.2	0.3	0	0	0.2	0.7	1.1	13.8	0.2	4.3	0.1	3.6	1.1	0.5	0.5	0	9.8	"Serie A"	11.9	13.6	8.8	11.7	1.6	41	582	57.2	87.6	11.6	31	45	26	42.273206	28.017531	10.5399641086455	16.374506337808	212	123	3.557064	-4.17597399999999	31.824026	44.557064	20	16	2	5	2.72926946636289	4.27129721269011	0.136463473318145	0.266956075793132	319	202	26	22	31.0129509074613	18.8001925018616	0.0972192818415716	0.093070259910206	117	80	11	9	12.0605046954006	9.60661257151514	0.103081236712826	0.120082657143939	26	12	2	0	1.20581453666091	0.609946271404624	0.0463774821792658	0.0508288559503853	26	36	0.432432432432432	0.0702702702702703	0.502702702702703	0.125	0.25	0.5625	0.515555555555556	42.4	0.587264150943396	0.0717428087986464	548.7	0.897758337889557	0.140845070422535	0.272727272727273	0	0	0.181818181818182	0.181818181818182	0.6	0.237569060773481	0.0144927536231884	0.140845070422535	0.0359712230215827	0.258992805755396	0.112676056338028	1.71373323076923	-0.136810153846154	1.224001	0.160614384615384	22.4	0.00892857142857143	2.3544143697479	0.0926342286902287
