Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,3-Jan,PPA,CrsPA,Prog,Matches
219,Sebastian Giovinco/Sebastian-Giovinco,it ITA,FW,Toronto FC,31,1987,26.5,24.4,34.6,70.4,474,141,0.38,1.66,22.7,18.2,23.3,78,5.81,9.62,60.4,0.26,0.28,-0.02,1.77,2.87,2.53,0.19,6.3,Matches
220,Justen Glad/Justen-Glad,us USA,DF,Real Salt Lake,20,1997,32.3,44.6,51.5,86.8,1011.9,301.8,0.19,0.43,42.9,28.6,31.5,90.7,15.9,19.5,81.4,0,0.01,-0.01,0.19,1.76,0,0,2.26,Matches
221,Jake Gleeson/Jake-Gleeson,nz NZL,GK,Portland,27,1990,6,15.7,28.2,55.6,641.7,466,0,0,,4.67,4.83,96.6,11,23.3,47.1,0,0,0,0,0.83,0,0,0,Matches
222,Aníbal Godoy/Anibal-Godoy,pa PAN,MF,San Jose,27,1990,26,52.8,59,89.5,1166.8,298,0.23,0.81,28.6,35.7,39,91.6,16.9,19.3,87.8,0.04,0.03,0.01,0.58,5.92,0.5,0.04,5.96,Matches
223,Alexi Gómez/Alexi-Gomez,pe PER,FWMF,Minnesota,24,1993,14.6,27.9,39.5,70.5,481.4,189.5,0.27,1.23,22.2,23.4,28.3,82.8,4.18,10,41.8,0,0.05,-0.05,0.62,2.05,0.48,0.21,4.59,Matches
224,Leandro González Pirez/Leandro-Gonzalez-Pirez,ar ARG,DF,Atlanta,25,1992,30.8,54.4,65,83.6,1408.9,501.3,0.06,0.81,8,28.9,32.4,89.2,25.4,31.8,79.8,0.03,0.03,0.01,0.26,7.27,0.55,0.06,5.58,Matches
225,Jesse Gonzalez/Jesse-Gonzalez,mx MEX,GK,FC Dallas,22,1995,21,17.6,27.4,64.3,586.6,393.1,0.14,0.14,100,8.1,8.19,98.8,9.38,19,49.3,0,0,0,0,0.48,0,0,0.05,Matches
226,Alan Gordon/Alan-Gordon,us USA,FW,Chicago,36,1981,9.3,20,27.2,73.5,278.6,38.4,1.18,1.94,61.1,16.9,22.4,75.5,1.94,2.9,66.7,0,0.01,-0.01,0.43,1.29,0.32,0,1.29,Matches
227,Mike Grella/Mike-Grella,us USA,FW,Columbus,31,1987,5.4,36.5,43.3,84.2,526.9,128.3,0.74,1.48,50,32,35.4,90.6,3.7,6.48,57.1,0.19,0.24,-0.06,1.48,1.48,0.93,0.19,3.15,Matches
228,Julian Gressel/Julian-Gressel,de GER,MFDF,Atlanta,24,1993,32.7,40.5,55,73.6,797.4,233.2,0.21,1.62,13.2,31.3,38,82.3,8.96,15.4,58.4,0.37,0.23,0.13,1.8,2.78,1.68,0.76,6.12,Matches
229,Adam Grinwis/Adam-Grinwis,us USA,GK,Orlando City,25,1992,5,18.4,29,63.4,659.4,491.8,0,0,,7.2,7.4,97.3,11.2,21.6,51.9,0,0,0,0,0.4,0,0,0,Matches
230,Carlos Gruezo/Carlos-Gruezo,ec ECU,MF,FC Dallas,22,1995,27.9,41.3,47.7,86.6,906.2,214.2,0.11,0.57,18.8,28.7,31.4,91.3,12.5,15.7,79.6,0.04,0.03,0.01,0.47,4.09,0.36,0,3.62,Matches
231,Felipe Gutiérrez/Felipe-Gutierrez,cl CHI,MF,Sporting KC,27,1990,16.9,40.1,51,78.5,770.7,180.2,0.18,1.24,14.3,30.5,36.2,84.2,9.41,13.6,69.4,0.06,0.09,-0.03,1.24,3.43,2.01,0.12,6.15,Matches
232,Brad Guzan/Brad-Guzan,us USA,GK,Atlanta,33,1984,32.4,26.3,37.2,70.6,873,487.3,0.03,0.06,50,8.49,8.52,99.6,17.7,28.6,62,0,0,0,0.03,0.22,0,0,0,Matches
233,David Guzmán/David-Guzman,cr CRC,MF,Portland,27,1990,10.8,49.7,59.4,83.8,1115.9,263.2,0.28,0.74,37.5,32.5,36.6,88.9,16.9,22,76.9,0,0.06,-0.06,0.74,5.56,0.65,0.19,5.37,Matches
234,Nick Hagglund/Nick-Hagglund,us USA,DF,Toronto FC,25,1992,15.9,40.7,50.3,80.9,871.9,332.3,0.57,1.01,56.3,28,31.9,87.8,12.1,17.4,69.7,0,0.02,-0.02,0.13,3.21,0.19,0,3.02,Matches
235,Marlon Hairston/Marlon-Hairston,us USA,DFMF,Colorado,23,1994,12.3,44.6,57.5,77.7,795.9,368.2,0.24,1.22,20,37,43.7,84.7,7.4,12.6,58.7,0.08,0.07,0.01,0.81,2.93,0.89,0.65,6.34,Matches
236,Bill Hamid/Bill-Hamid,us USA,GK,D.C. United,27,1990,14,17.1,27.2,63,580.1,422.6,0,0.07,0,7.71,7.79,99.1,9.43,19.4,48.7,0,0,0,0.07,0.29,0,0,0,Matches
237,Jordan Hamilton/Jordan-Hamilton,ca CAN,FWMF,Toronto FC,21,1996,9.6,20.5,26,78.8,275.6,31,0.73,1.25,58.3,18.4,23.1,79.7,1.35,1.67,81.3,0.1,0.09,0.01,0.63,1.04,0.21,0,0.63,Matches
238,Niko Hansen/Niko-Hansen,dk DEN,FW,Columbus,23,1994,11.4,17.3,23.6,73.2,254.4,46.7,0.53,1.75,30,15.3,19.2,79.5,1.49,2.63,56.7,0.18,0.14,0.04,0.88,1.14,0.61,0.18,1.49,Matches
239,Ian Harkes/Ian-Harkes,us USA,MFFW,D.C. United,22,1995,3.9,42.8,52.1,82.3,740.5,146.2,1.03,1.54,66.7,34.4,41,83.8,7.44,9.49,78.4,0,0,0,0,1.79,0.26,0,1.79,Matches
240,Jordan Harvey/Jordan-Harvey,us USA,DF,Los Angeles FC,34,1984,23.8,46.1,55.9,82.5,818.3,307.8,0.38,1.18,32.1,38.6,43.6,88.5,7.18,11.2,64.3,0,0.06,-0.06,0.63,4.54,0.67,0.25,5.34,Matches
241,Nicolas Hasler/Nicolas-Hasler,li LIE,DFMF,Chicago,26,1991,8.7,33.8,44.1,76.6,679.8,257.7,0.23,0.92,25,24.6,30.3,81.1,8.97,12.9,69.6,0,0.07,-0.07,0.8,2.64,0.8,0.46,4.94,Matches
242,Nicolas Hasler/Nicolas-Hasler,li LIE,DFMF,Toronto FC,26,1991,10.5,34.3,43,79.8,529.3,142.9,0.57,1.9,30,30.1,35.5,84.7,3.62,5.52,65.5,0.29,0.1,0.18,1.14,1.71,1.14,0.57,3.14,Matches
243,Guillermo Hauché/Guillermo-Hauche,ar ARG,FWDF,New England,24,1993,1.9,12.6,29.5,42.9,274.7,146.3,0,1.05,0,7.89,16.8,46.9,4.74,11.6,40.9,0,0,0,0.53,1.58,0.53,0,5.26,Matches
244,Jacori Hayes/Jacori-Hayes,us USA,MF,FC Dallas,22,1995,11.1,42.5,48.9,86.9,748.2,207.5,0.54,1.26,42.9,35.2,38.7,90.9,6.76,8.92,75.8,0.09,0.07,0.02,1.44,3.87,0.54,0.09,5.05,Matches
245,Harrison Heath/Harrison-Heath,us USA,MF,Minnesota,21,1996,1.4,42.1,47.9,88.1,813.6,291.4,2.14,3.57,60,31.4,33.6,93.6,8.57,10.7,80,0,0,0,0,5,0.71,0,7.86,Matches
246,Matt Hedges/Matt-Hedges,us USA,DF,FC Dallas,27,1990,32.5,38.8,45.7,84.9,899,346.5,0.18,0.46,40,24,26.4,90.9,14.6,18.8,77.6,0,0.01,-0.01,0.06,2.77,0.06,0,2.55,Matches
247,Adam Henley/Adam-Henley,wal WAL,DFFW,Real Salt Lake,23,1994,2.9,32.8,44.5,73.6,595.9,190.7,1.03,2.41,42.9,26.2,31.4,83.5,5.52,10.7,51.6,0,0,0,0,1.72,0.34,0,2.41,Matches
248,Doneil Henry/Doneil-Henry,ca CAN,DF,Vancouver,24,1993,14,35.1,40.6,86.6,797.2,362.6,0.29,0.5,57.1,22.4,24.4,91.8,12.5,15.7,79.5,0,0,0,0.07,2.14,0.07,0,1.5,Matches
249,Fabian Herbers/Fabian-Herbers,de GER,FWMF,Philadelphia,24,1993,4.8,32.1,41.3,77.8,515.4,121.3,0.63,2.5,25,26.9,32.3,83.2,4.58,6.46,71,0,0.08,-0.08,1.25,1.25,0.42,0.21,3.13,Matches
250,Zachary Herivaux/Zachary-Herivaux,ht HAI,MFDF,New England,21,1996,1.8,25,31.7,78.9,495.6,192.8,0,0.56,0,18.9,21.7,87.2,6.11,9.44,64.7,0,0,0,0,2.78,1.67,0,5,Matches
251,Jason Hernandez/Jason-Hernandez,pr PUR,DF,Toronto FC,34,1983,5.9,34.4,41,83.9,758.8,268.5,0,0.51,0,22.9,26.3,87.1,11.5,14.2,81,0,0,0,0,2.03,0,0,1.36,Matches
252,José Hernández/Jose-Hernandez,ve VEN,DF,Atlanta,20,1997,0.2,10,10,100,185,45,0,0,,5,5,100,5,5,100,0,0,0,0,0,0,0,0,Matches
253,Aaron Herrera/Aaron-Herrera,us USA,DF,Real Salt Lake,20,1997,13.7,45.3,55,82.5,869.9,270.1,0.44,1.39,31.6,35.7,39.8,89.7,9.2,13.8,66.7,0,0.02,-0.02,0.58,2.34,0.36,0.15,4.16,Matches
254,Yangel Herrera/Yangel-Herrera,ve VEN,MF,NYCFC,20,1998,12.3,50.2,59.9,83.9,881.2,230.1,0.81,1.38,58.8,40.4,45.8,88.3,9.02,12.8,70.7,0.16,0.04,0.12,0.57,5.12,0.65,0.08,4.72,Matches
255,Federico Higuaín/Federico-Higuain,ar ARG,MF,Columbus,33,1984,26.4,47.4,62.4,75.9,896.4,299.3,0.72,1.78,40.4,35.4,41.3,85.7,11.3,19.3,58.2,0.23,0.28,-0.05,3.41,6.67,2.84,0.23,9.81,Matches
256,Cristian Higuita/Cristian-Higuita,co COL,MF,Orlando City,24,1994,15,50.2,57.5,87.3,940.4,236.6,0.67,1.47,45.5,39.1,43.7,89.3,10.5,12.3,84.9,0,0.07,-0.07,0.73,4.07,1.07,0,6.4,Matches
257,Tomas Hilliard-Arce/Tomas-Hilliard-Arce,us USA,DF,LA Galaxy,22,1995,3.4,32.6,43.5,75,660.9,238.5,0.29,0.59,50,24.1,28.2,85.4,8.24,14.7,56,0,0,0,0,2.94,0.29,0,3.53,Matches
258,Danny Hoesen/Danny-Hoesen,nl NED,FW,San Jose,27,1991,27.6,14.9,21,70.8,235.3,48.9,0.51,1.41,35.9,12.1,16.2,75.1,2.21,3.41,64.9,0.11,0.09,0.01,1.3,0.91,0.8,0.11,1.74,Matches
259,Ryan Hollingshead/Ryan-Hollingshead,us USA,DF,FC Dallas,26,1991,8.6,43.6,54.1,80.6,766.3,288.7,0.35,1.28,27.3,35.2,41.9,84.2,8.02,10.9,73.4,0.23,0.13,0.1,0.93,2.67,1.05,0.47,6.63,Matches
260,David Horst/David-Horst,us USA,DF,Real Salt Lake,32,1985,3.5,34.6,44.9,77.1,751.1,305.1,0.29,0.86,33.3,23.1,27.7,83.5,11.1,16.3,68.4,0,0.06,-0.06,0.29,1.71,0.29,0,3.14,Matches
261,André Horta/Andre-Horta,pt POR,MF,Los Angeles FC,21,1996,3.6,57.2,66.9,85.5,1185.6,268.9,0.56,1.11,50,42.2,46.4,91,14.4,19.4,74.3,0,0.06,-0.06,1.39,9.17,0.56,0,6.67,Matches
262,Cédric Hountondji/Cedric-Hountondji,bj BEN,FW,NYCFC,24,1994,0,0,1,0,0,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0,Matches
263,Tim Howard/Tim-Howard,us USA,GK,Colorado,38,1979,32.2,22.7,31.8,71.4,727,478,0.03,0.06,50,10,10.1,99.1,12.7,21.6,58.5,0,0,0,0.03,0.34,0,0,0,Matches
264,Erik Hurtado/Erik-Hurtado,us USA,FWMF,Vancouver,27,1990,5.4,16.9,24.6,68.4,265.9,72.6,0,1.3,0,15.2,19.3,78.8,1.67,4.07,40.9,0.19,0.06,0.13,0.93,1.3,1.11,0.37,2.41,Matches
265,Baggio Husidić/Baggio-Husidic,ba BIH,MFFW,LA Galaxy,30,1987,2.3,35.7,41.7,85.4,600.9,196.5,0,0,,29.1,33.5,87,6.52,8.26,78.9,0,0,0,0,3.91,1.3,0,3.91,Matches
266,Jahmir Hyka/Jahmir-Hyka,al ALB,MFFW,San Jose,29,1988,10.1,36.9,43.1,85.7,541.2,113,0.5,1.49,33.3,33.4,36.4,91.6,3.07,5.15,59.6,0,0.12,-0.12,2.18,1.19,0.69,0.1,2.77,Matches
267,Miguel Ibarra/Miguel-Ibarra,us USA,FWMF,Minnesota,27,1990,30.1,31.5,40.1,78.7,539.3,162.8,0.23,1.16,20,26.2,30.4,86.2,5.08,8.5,59.8,0.23,0.22,0.02,1.46,2.43,1.73,0.6,5.12,Matches
268,Romario Ibarra/Romario-Ibarra,ec ECU,FWMF,Minnesota,23,1994,3.1,25.2,32.6,77.2,328.1,59,1.29,2.58,50,23.2,27.4,84.7,0.65,2.58,25,0,0.03,-0.03,0.32,0.65,0.97,0,1.61,Matches
269,Sebastien Ibeagha/Sebastien-Ibeagha,us USA,DF,NYCFC,26,1992,19.2,41.9,48.5,86.4,834.8,277.4,0.31,0.83,37.5,31.1,34.1,91.1,10.5,13.5,77.3,0,0,0,0.05,0.78,0.05,0,1.98,Matches
270,Bernie Ibini-Isei/Bernie-Ibini-Isei,au AUS,MFFW,Vancouver,25,1992,4.6,17.8,24.6,72.6,312.8,67.6,0,0.87,0,15.2,20,76.1,2.61,3.7,70.6,0.22,0.09,0.13,1.09,0.65,1.09,0.43,2.39,Matches
271,Zlatan Ibrahimović/Zlatan-Ibrahimovic,se SWE,FW,LA Galaxy,36,1981,23.8,27.1,40.1,67.6,475.8,122.6,0.29,1.6,18.4,22.3,31.1,71.9,4.54,7.48,60.7,0.25,0.17,0.08,1.51,3.19,1.64,0.17,4.54,Matches
272,Ibson/Ibson,br BRA,MF,Minnesota,34,1983,23.3,47.3,57.6,82.1,912.3,321.1,0.39,1.5,25.7,36.3,41.8,86.7,10.7,14.3,74.8,0.04,0.07,-0.03,0.9,6.78,0.86,0.13,8.11,Matches
273,Ilsinho/Ilsinho,br BRA,FWMF,Philadelphia,32,1985,11,44.9,54.8,81.9,670.5,218.3,0.27,1.64,16.7,40.6,46.8,86.8,4,6.36,62.9,0.18,0.13,0.05,1.91,3.18,3.73,0.64,8.36,Matches
274,Jo Inge Berget/Jo-Inge-Berget,no NOR,FW,NYCFC,27,1990,17.3,13.1,19.1,68.6,174.2,41.8,0.46,1.04,44.4,11.7,16,73.3,0.92,2.08,44.4,0.17,0.14,0.03,0.98,0.75,0.64,0.12,1.33,Matches
275,Clint Irwin/Clint-Irwin,us USA,GK,Toronto FC,28,1989,7,22,28.6,77,684.7,499.9,0.14,0.14,100,11.7,11.7,100,10.1,16.7,60.7,0,0,0,0.14,0.14,0,0,0,Matches
276,Andreas Ivan/Andreas-Ivan,ro ROU,FW,NY Red Bulls,23,1995,2.1,16.7,31,53.8,271,127.6,0.48,1.9,25,13.8,19,72.5,2.38,10,23.8,0,0.33,-0.33,0.95,1.43,1.43,0.48,3.81,Matches
277,R. J. Allen/R-J-Allen,us USA,DF,Orlando City,27,1990,10.8,39.5,49.6,79.7,757.3,316.2,0.46,0.83,55.6,30.7,35.7,86,8.33,13.1,63.8,0.09,0.1,-0.01,1.2,3.15,1.94,0.83,6.94,Matches
278,Niki Jackson/Niki-Jackson,us USA,FW,Colorado,22,1995,4.9,9.8,15.9,61.5,143.5,16.1,0.2,0.82,25,8.37,12.7,66.1,1.22,2.45,50,0,0.02,-0.02,0.82,0.61,0.2,0,0.41,Matches
279,Anthony Jackson-Hamel/Anthony-Jackson-Hamel,ca CAN,FW,Montreal,24,1993,6.5,11.4,17.7,64.3,156.2,20.5,0.31,0.77,40,10.3,14.3,72,0.77,2.62,29.4,0,0.06,-0.06,0.92,0.62,0.46,0,0.77,Matches
280,Modou Jadama/Modou-Jadama,us USA,DF,Portland,23,1994,0.3,23.3,30,77.8,500,310,0,0,,16.7,23.3,71.4,6.67,6.67,100,0,0,0,0,0,0,0,6.67,Matches
281,Adam Jahn/Adam-Jahn,us USA,FWMF,Columbus,27,1991,0.8,15,22.5,66.7,173.8,21.3,0,0,,13.8,20,68.8,1.25,2.5,50,0,0,0,1.25,1.25,1.25,1.25,1.25,Matches
282,Dejan Jakovic/Dejan-Jakovic,ca CAN,DF,Los Angeles FC,32,1985,12.8,36.4,43,84.7,711,297.8,0.63,1.17,53.3,25.8,28.7,89.9,10,13.1,76.2,0,0,0,0,2.19,0,0,2.27,Matches
283,Bradford Jamieson IV/Bradford-Jamieson-IV,us USA,MFFW,LA Galaxy,21,1996,3,25,33.3,75,450.7,67.7,0.33,0.67,50,19,24.3,78.1,5.67,8.33,68,0,0.03,-0.03,0.67,1.33,1.33,0.67,2,Matches
284,Lucas Janson/Lucas-Janson,ar ARG,FWMF,Toronto FC,23,1994,9.1,27.7,35.1,79,435.4,104.5,0.22,0.88,25,24.3,29.5,82.5,3.19,4.73,67.4,0.22,0.14,0.08,1.1,3.19,0.77,0,3.63,Matches
285,Jared Jeffrey/Jared-Jeffrey,us USA,MFFW,D.C. United,27,1990,0,0,1,0,0,0,0,0,,0,0,,0,1,0,0,0,0,0,0,0,0,0,Matches
286,Hector Jiménez/Hector-Jimenez,us USA,DF,Columbus,29,1988,7.3,44.5,54.9,81,804.4,285.8,0.96,1.92,50,36.6,42.7,85.6,6.99,10.3,68,0,0.03,-0.03,0.68,2.19,0.41,0.14,5.21,Matches
287,Daniel Johnson/Daniel-Johnson,us USA,DFFW,Chicago,22,1995,2.9,36.9,46.9,78.7,575.2,158.3,0.34,2.07,16.7,31.4,35.9,87.5,5.17,8.97,57.7,0,0,0,0.34,2.76,0.34,0,2.07,Matches
288,Sean Johnson/Sean-Johnson,us USA,GK,NYCFC,28,1989,32,27,38,71.2,767.9,447.7,0.06,0.09,66.7,15.6,15.6,99.8,11.4,22.3,51.2,0,0,0,0,0.34,0.03,0,0,Matches
289,Will Johnson/Will-Johnson,ca CAN,MFDF,Orlando City,31,1987,24.3,37.7,45.3,83.3,753.7,199.6,0.25,0.78,31.6,28.8,32.4,88.9,8.64,12.1,71.4,0.04,0.03,0.01,0.53,2.63,0.25,0.08,2.84,Matches
290,Derrick Jones/Derrick-Jones,us USA,MF,Philadelphia,20,1997,4.4,44.1,52.7,83.6,835.2,215,0,2.05,0,35.9,40.2,89.3,8.18,10.5,78.3,0,0.02,-0.02,0.68,3.64,0,0,4.32,Matches
291,Marcel de Jong/Marcel-de-Jong,ca CAN,DF,Vancouver,31,1986,15.4,36.4,51.8,70.3,786.5,396.6,0.26,1.17,22.2,26,31.7,82,10.1,18.9,53.6,0.13,0.08,0.05,0.91,4.74,1.17,0.78,7.4,Matches
292,Efraín Juárez/Efrain-Juarez,mx MEX,MF,Vancouver,29,1988,12.9,35.4,41.2,85.9,663.5,115.9,0.31,0.93,33.3,27.9,30.9,90.2,7.21,9.38,76.9,0.08,0.09,-0.02,0.93,3.1,0.47,0.16,2.25,Matches
293,Florian Jungwirth/Florian-Jungwirth,de GER,DFMF,San Jose,29,1989,26.7,43.1,53.2,80.9,928.6,300.7,0.15,1.09,13.8,30.3,35.2,86.1,12.6,16.9,74.6,0.15,0.06,0.09,0.64,4.64,0.56,0.19,5.36,Matches
294,Kaku/Kaku,py PAR,MF,NY Red Bulls,23,1995,26.8,35.6,51.1,69.6,641,280.1,0.37,1.6,23.3,28.4,36.8,77.2,6.79,12.7,53.4,0.37,0.23,0.14,2.09,5.86,2.8,0.49,9.51,Matches
295,Brent Kallman/Brent-Kallman,us USA,DF,Minnesota,27,1990,21.7,29.3,35.4,82.6,677.6,231.3,0.09,0.14,66.7,17.4,20.2,86.3,11.8,15.1,77.7,0,0.02,-0.02,0.09,1.01,0.05,0,1.34,Matches
296,Kei Kamara/Kei-Kamara,sl SLE,FW,Vancouver,33,1984,24.1,21,29.4,71.5,338.1,57.7,0.54,1.49,36.1,17.2,23,74.7,3.32,4.94,67.2,0.21,0.1,0.1,1.04,1.54,0.91,0.12,1.99,Matches
297,Ola Kamara/Ola-Kamara,no NOR,FW,LA Galaxy,28,1989,29.9,18.9,25,75.4,301.4,63.4,0.47,1.27,36.8,16.2,20.4,79.2,2.21,3.31,66.7,0.07,0.15,-0.08,1.24,0.97,1.17,0.17,2.04,Matches
298,Alec Kann/Alec-Kann,us USA,GK,Atlanta,27,1990,1,26,31,83.9,1005,671,0,0,,8,9,88.9,18,22,81.8,0,0,0,0,2,0,0,0,Matches
299,Johan Kappelhof/Johan-Kappelhof,nl NED,DF,Chicago,27,1990,28.9,38.6,47.9,80.6,854.2,268.4,0.35,0.73,47.6,25.7,28.4,90.6,12.5,18.8,66.6,0.07,0.01,0.06,0.28,2.56,0.38,0.07,2.18,Matches
300,Guram Kashia/Guram-Kashia,ge GEO,DF,San Jose,30,1987,12,41.8,51.2,81.8,997.6,407.6,0.33,0.58,57.1,24.9,28,89,16.6,22.6,73.4,0,0.02,-0.02,0.33,5.17,0.08,0,4.5,Matches
301,Aleksandar Katai/Aleksandar-Katai,rs SRB,FWMF,Chicago,26,1991,27,26.3,36.2,72.8,450.6,107,0.33,2.11,15.8,21.6,26.6,80.9,4.44,7.44,59.7,0.11,0.18,-0.07,1.26,1.67,1.41,0.37,3.56,Matches
302,Mark-Anthony Kaye/Mark-Anthony-Kaye,ca CAN,MF,Los Angeles FC,23,1994,17.5,45.8,53.8,85.1,812.4,249.6,0.51,1.31,39.1,37,41.5,89,8.34,11,76,0.17,0.17,0.01,1.2,7.26,0.69,0,6.46,Matches
303,Kim Kee-hee/Kim-Kee-hee,kr KOR,DF,Seattle,28,1989,27.1,32.8,39.2,83.5,780.7,275.6,0.11,0.37,30,19.7,22.1,89,13,16.7,77.5,0,0.03,-0.03,0.3,2.69,0.26,0,2.44,Matches
304,Dane Kelly/Dane-Kelly,jm JAM,MF,D.C. United,26,1991,0,2,2,100,38,31,0,0,,1,1,100,1,1,100,0,0,0,0,1,0,0,1,Matches
305,Jon Kempin/Jon-Kempin,us USA,GK,Columbus,24,1993,5,22.6,29.2,77.4,616.4,362.8,0,0,,13.8,14,98.6,8.8,15.2,57.9,0,0,0,0,0.4,0,0,0,Matches
306,Perry Kitchen/Perry-Kitchen,us USA,MF,LA Galaxy,25,1992,26,37.7,43.7,86.3,691.1,166.2,0.35,1.08,32.1,29.5,32,92.1,7.88,10.6,74.5,0,0,0,0.23,3.85,0.38,0,3.27,Matches
307,Emrah Klimenta/Emrah-Klimenta,me MNE,DF,LA Galaxy,26,1991,1.7,41.2,50.6,81.4,735.9,295.9,0,0.59,0,30.6,34.7,88.1,10.6,15.3,69.2,0,0,0,0,3.53,0.59,0,4.12,Matches
308,Sacha Kljestan/Sacha-Kljestan,us USA,MFFW,Orlando City,32,1985,28,46.5,57,81.5,798.8,209.9,0.75,2,37.5,37.8,43.9,86,8,11.1,71.8,0.18,0.21,-0.03,2.64,4.32,1.57,0.14,6.29,Matches
309,Brad Knighton/Brad-Knighton,us USA,GK,New England,32,1985,7,16.7,27.7,60.3,738.1,526.6,0,0,,4.71,4.71,100,12,23,52.2,0,0,0,0,1.57,0,0,0,Matches
310,Aaron Kovar/Aaron-Kovar,us USA,FWMF,Los Angeles FC,24,1993,5.8,30.3,38.8,78.2,474.8,93.3,0,1.21,0,26.7,30.9,86.6,3.62,6.72,53.8,0.34,0.19,0.16,1.21,0.86,0.69,0.17,2.76,Matches
311,Kevin Kratz/Kevin-Kratz,de GER,MFFW,Atlanta,31,1987,5.8,52.4,59.1,88.6,1015.2,253.1,0.34,0.86,40,39.5,42.8,92.3,12.6,15.5,81.1,0,0.07,-0.07,1.9,8.1,0.34,0,6.21,Matches
312,Damir Kreilach/Damir-Kreilach,hr CRO,MFFW,Real Salt Lake,28,1989,30.9,39.9,48.7,81.9,760.5,167.4,0.58,1.33,43.9,30.1,34.7,86.7,9.26,12.7,72.8,0.13,0.07,0.06,1.17,4.43,0.71,0.03,4.05,Matches
313,Ken Krolicki/Ken-Krolicki,us USA,MF,Montreal,21,1996,17.6,28.4,34.7,81.8,477,93.2,0.68,1.87,36.4,23.9,27.3,87.5,3.81,5.51,69.1,0,0.02,-0.02,0.51,2.16,0.4,0.11,2.44,Matches
314,Ethan Kutler/Ethan-Kutler,us USA,DF,NY Red Bulls,22,1995,1.1,52.7,66.4,79.5,1007.3,688.2,0,2.73,0,37.3,41.8,89.1,15.5,21.8,70.8,0.91,0.45,0.45,2.73,8.18,3.64,2.73,13.6,Matches
315,Wan Kuzain/Wan-Kuzain,my MAS,MF,Sporting KC,19,1998,3.4,35.6,38.2,93.1,615.6,107.9,0,0,,30.3,31.5,96.3,5.29,6.76,78.3,0,0,0,0,2.35,0.88,0,3.82,Matches
316,Connor Lade/Connor-Lade,us USA,DF,NY Red Bulls,28,1989,14.6,32.5,46.6,69.7,562.8,301.1,0.62,1.44,42.9,26,32.9,79,5.89,12.3,48,0.07,0.16,-0.1,0.89,2.74,1.03,0.21,8.36,Matches
317,Roland Lamah/Roland-Lamah,be BEL,FWMF,FC Dallas,30,1987,20.7,25,34.1,73.3,432.7,141.5,0.63,1.45,43.3,20.2,25.7,78.4,4.15,6.86,60.6,0.24,0.18,0.06,1.74,2.03,1.74,0.29,4.44,Matches
318,Matt Lampson/Matt-Lampson,us USA,GK,Minnesota,28,1989,9,19.1,27.3,69.9,576.8,355.2,0,0,,8.78,8.78,100,10.3,18.6,55.7,0,0,0,0,0.11,0,0,0,Matches
319,Jeff Larentowicz/Jeff-Larentowicz,us USA,MFDF,Atlanta,34,1983,30.8,43,48.7,88.3,900.1,213.6,0.49,0.97,50,30.3,33,91.7,12.2,14.7,83,0.06,0.01,0.06,0.23,4.25,0.06,0.03,2.63,Matches
320,Richie Laryea/Richie-Laryea,ca CAN,MFFW,Orlando City,23,1995,2.9,27.6,32.8,84.2,435.2,88.3,0.34,1.38,25,23.8,27.6,86.3,3.45,3.79,90.9,0,0.07,-0.07,0.69,1.38,1.38,0.34,2.41,Matches
321,Ariel Lassiter/Ariel-Lassiter,us USA,FWMF,LA Galaxy,23,1994,1,,,,,,,,,,,,,,,0,,,,,,,,Matches
322,Kemar Lawrence/Kemar-Lawrence,jm JAM,DF,NY Red Bulls,25,1992,27.1,29,42.3,68.7,519.8,240.2,0.26,1.44,17.9,23.6,29.2,80.7,5.2,11.6,44.9,0.04,0.07,-0.03,0.44,1.88,0.55,0.18,5.87,Matches
323,Kelvin Leerdam/Kelvin-Leerdam,nl NED,DF,Seattle,27,1990,21.7,36.5,50.4,72.4,676.8,257.3,0,1.06,0,29.6,35.7,83.1,6.82,13.6,50,0.18,0.13,0.05,0.88,2.26,1.84,0.6,7.19,Matches
324,Michael de Leeuw/Michael-de-Leeuw,nl NED,FWMF,Chicago,31,1986,5,18,25.6,70.3,325.6,76.6,0.2,1,20,14.4,18,80,3.4,6.6,51.5,0.2,0.1,0.1,0.6,1.4,0.6,0,2,Matches
325,Brooks Lennon/Brooks-Lennon,us USA,DF,Real Salt Lake,20,1997,31.6,51.7,62.5,82.7,997.7,344.2,0.38,1.11,34.3,40.6,44.5,91.3,10.7,16.9,63.4,0.13,0.09,0.03,1.2,3.35,1.27,0.6,6.11,Matches
326,Leonardo/Leonardo,br BRA,DF,Houston,29,1988,19.7,36.9,42.8,86.1,915,305.1,0.15,0.51,30,21.3,24,88.6,15.5,18.3,84.5,0,0.01,-0.01,0.1,2.08,0,0,2.08,Matches
327,Brett Levis/Brett-Levis,ca CAN,DF,Vancouver,24,1993,10.6,36.7,48.7,75.4,720.5,353.2,0.19,1.04,18.2,28.2,34.6,81.5,8.3,13,63.8,0,0.06,-0.06,0.75,4.43,1.13,0.47,8.02,Matches
