"First","Last","Player","Season","Team","Games","Minutes","Pos","NumChains/96","TeamChain%","ChainShot%","PlayerShot%","PlayerKP%","xB/96","xGChain/96","xB%","xB% (0)","Comp ($K)"
"Tommy","Thompson","Tommy Thompson",2018,"SJE",14,683,"CM",26.0029282576867,0.230990479446455,0.237837837837838,0.0486486486486487,0.027027027027027,0.549522392707996,0.712935856016559,0.7707879861428,0.851047323318781,170
"Chris","Mavinga","Chris Mavinga",2018,"TOR",12,982,"CB",31.0875763747454,0.187557021868751,0.135220125786164,0.00628930817610063,0,0.547972623074859,0.568285218085247,0.964256337550309,0.946591675488858,563.33337
"Raymon","Gaddis","Raymon Gaddis",2018,"PHI",28,2447,"FB/WB",28.2468328565591,0.193755835370812,0.180555555555556,0.0152777777777778,0.0125,0.547479794924436,0.573775605161191,0.95417056772679,0.96197685130838,182.5
"Rasmus","Schuller","Rasmus Schuller",2018,"MIN",31,2719,"CDM",31.28208900331,0.201946013973888,0.164785553047404,0.018058690744921,0.0270880361173815,0.547089509623361,0.723071565783472,0.756618757412444,0.610822039763574,225.004
"Latif","Blessing","Latif Blessing",2018,"LAFC",30,1960,"Wing",21.5510204081633,0.148696092972608,0.336363636363636,0.104545454545455,0.0704545454545455,0.547024902208595,1.03652385739616,0.527749456324883,0.572498702285724,84.375
"Shkelzen","Gashi","Shkelzen Gashi",2018,"COL",20,899,"F",24.9877641824249,0.196986710149191,0.247863247863248,0.0897435897435897,0.0641025641025641,0.546981329677608,0.847017821940391,0.645773105959631,0.57640907665164,1668.75
"Ashley","Cole","Ashley Cole",2018,"LAG",31,2853,"FB/WB",28.0630914826498,0.177832345863071,0.167865707434053,0.0179856115107914,0.0359712230215827,0.546720685478132,0.660556818465114,0.827666402336904,0.831923523975758,722.49998
"Kevin","Ellis","Kevin Ellis",2018,"CHI,DCU",22,1680,"FB/WB",27.3714285714286,0.182919632008332,0.169102296450939,0.0208768267223382,0.0125260960334029,0.545247180530819,0.590013750993242,0.924126225215832,0.91774627736292,158.33333
"Romell","Quioto","Romell Quioto",2018,"HOU",32,2386,"Wing",23.2154233025985,0.184753430908518,0.34315424610052,0.1421143847487,0.0779896013864818,0.544465526120946,1.14566168960398,0.475241103950285,0.421767603904933,252.5
"Oriol","Rosell","Oriol Rosell",2018,"ORL",22,1829,"CDM",38.5784581738655,0.26614176225307,0.160544217687075,0.0231292517006803,0.0149659863945578,0.543638588049002,0.617655513515586,0.8801647134253,0.910639826211953,412.5
"David","Guzman","David Guzman",2018,"POR",14,1033,"CM",35.9651500484027,0.242189562615506,0.175710594315245,0.0439276485788114,0.0232558139534884,0.543481246220083,0.633874786124675,0.857395274455968,0.875477551244278,239.99996
"Carlos","Rivas","Carlos Rivas",2018,"NYRB",5,286,"F",18.1258741258741,0.118936181928308,0.407407407407407,0.185185185185185,0.037037037037037,0.54251200623563,1.09006066577306,0.497689737158697,0.906278974551766,444.996
"Alexi","Gomez","Alexi Gomez",2018,"MIN",18,1397,"FB/WB",25.1510379384395,0.166318399299012,0.204918032786885,0.0573770491803279,0.0245901639344262,0.541340465598088,0.707552464481321,0.765088799450262,0.631640257478814,339.45
"Francisco","Calvo","Francisco Calvo",2018,"MIN",26,2511,"CB",28.8267622461171,0.176186135025633,0.144562334217507,0.0318302387267905,0.0159151193633952,0.540832002809031,0.631345331615548,0.856634199583132,0.854203599130117,522.6
"Alexander","Callens","Alexander Callens",2018,"NYC",31,2923,"CB",37.3096134108792,0.207871677882325,0.131161971830986,0.0176056338028169,0.00176056338028169,0.540502783529321,0.587261786576151,0.920377923243663,0.915374414488201,564.00004
"Eric","Bird","Eric Bird",2018,"HOU",6,363,"CDM",26.9752066115702,0.188857922601425,0.186274509803922,0.0686274509803922,0.0294117647058824,0.539851003244817,0.599452732768033,0.900573095650096,0.958375938980502,67.5
"Danilo","Acosta","Danilo Acosta",2018,"RSL",12,981,"FB/WB",28.2813455657492,0.194819831681395,0.166089965397924,0.013840830449827,0.0173010380622837,0.538255257717075,0.633464269257703,0.849701054722164,0.936338234651981,100
"Joshua","Perez","Joshua Perez",2018,"LAFC",2,27,"sub",32,0.415584415584416,0.222222222222222,0,0,0.537964016168424,0.537964016168424,1,NA,NA
"Magnus","Eriksson","Magnus Eriksson",2018,"SJE",32,2624,"Wing",26.1219512195122,0.17527834745741,0.257703081232493,0.0728291316526611,0.0812324929971989,0.537830646780845,0.842632317218446,0.63827441197157,0.543160522414477,399.99996
"Joao","Moutinho","Joao Moutinho",2018,"LAFC",14,944,"FB/WB",30.3050847457627,0.213954203953948,0.167785234899329,0.023489932885906,0.0167785234899329,0.537463190204626,0.599090781871442,0.897131463992312,0.913624956224654,169.99996
"Vincent","Bezecourt","Vincent Bezecourt",2018,"NYRB",8,430,"CDM",21.6558139534884,0.154133907142266,0.257731958762887,0.0618556701030928,0.0515463917525773,0.536417510132133,0.866031249424395,0.619397406835678,0.898592640762147,69.9214
"Miguel","Ibarra","Miguel Ibarra",2018,"MIN",33,2896,"Wing",24.1657458563536,0.154758318117537,0.216735253772291,0.0507544581618656,0.0589849108367627,0.536202337025083,0.839583202330971,0.638653007273611,0.572215425076944,332.322
"Josue","Colman","Josue Colman",2018,"ORL",24,1156,"Wing",23.8339100346021,0.19958612729604,0.327526132404181,0.0975609756097561,0.0731707317073171,0.536030938160208,0.777281951753211,0.689622262489377,0.455822787680843,150
"Mike","Grella","Mike Grella",2018,"CLB",12,518,"Wing",26.3166023166023,0.213089897300424,0.267605633802817,0.0704225352112676,0.0422535211267606,0.534271114460245,0.863074944302285,0.619032122282443,0.532795501012655,197.55
"Cristian","Higuita","Cristian Higuita",2018,"ORL",21,1405,"CDM",35.5302491103203,0.23914590747331,0.175,0.0346153846153846,0.0192307692307692,0.533175286080085,0.613134444976307,0.869589517354042,0.965060073515965,581.66267
"RJ","Allen","RJ Allen",2018,"ORL",18,1055,"FB/WB",27.8445497630332,0.202016080505682,0.189542483660131,0.00980392156862745,0.0457516339869281,0.53294978943163,0.632266316284536,0.842919788236496,0.783941484770553,90
"Giancarlo","Gonzalez","Giancarlo Gonzalez",2020,"LAG",2,193,"CB",20.8911917098446,0.133064915349328,0.238095238095238,0,0,0.532550294224452,0.532550294224452,1,1,NA
"Wilfried","Zahibo","Wilfried Zahibo",2020,"NER",2,147,"CDM",31.3469387755102,0.168531928900592,0.104166666666667,0.0208333333333333,0,0.529021615739267,0.54831758130297,0.964808778303532,0.921513130498585,NA
"Vytautas","Andriuskevicius","Vytautas Andriuskevicius",2018,"POR",3,39,"FB/WB",29.5384615384615,0.390376143680108,0.166666666666667,0,0,0.526341349210265,0.526341349210265,1,NA,271.875
"Carlos","Gruezo","Carlos Gruezo",2018,"FCD",31,2710,"CDM",28.2686346863469,0.200120501319195,0.18796992481203,0.0350877192982456,0.0162907268170426,0.526293713443306,0.576043891423639,0.913634744294606,0.868737637565949,730.75008
"Nick","Hagglund","Nick Hagglund",2018,"TOR",20,1535,"CB",29.45667752443,0.198763006237719,0.165605095541401,0.0233545647558386,0.00424628450106157,0.525816235156774,0.597468042282202,0.880074243215196,0.920136760454463,134.629
"Florian","Valot","Florian Valot",2020,"NYRB",2,163,"Wing",30.0368098159509,0.147239263803681,0.196078431372549,0.0784313725490196,0.0784313725490196,0.525556946591079,0.808845230760267,0.649762063994723,0.558758793329427,NA
"Aleksandar","Katai","Aleksandar Katai",2018,"CHI",33,2568,"Wing",23.8130841121495,0.169506422713748,0.285714285714286,0.145996860282575,0.0549450549450549,0.525097388743578,0.811118477145824,0.647374463211957,0.558341148095746,1320.33333
"Jack","Elliott","Jack Elliott",2018,"PHI",17,1512,"CB",31.6825396825397,0.20868003665369,0.142284569138277,0.0140280561122244,0.00400801603206413,0.5249512516464,0.625866956851617,0.838758534700622,0.935717920113073,59.6295
"Gerso","Fernandes","Gerso Fernandes",2018,"SKC",30,1749,"Wing",19.3756432246998,0.14977307311028,0.356940509915014,0.107648725212465,0.056657223796034,0.524808512469934,0.897256564528747,0.584903508335514,0.61401535095624,591.258
"Roger","Espinoza","Roger Espinoza",2020,"SKC",2,192,"CM",26.5,0.161585365853659,0.226415094339623,0.0566037735849057,0.0188679245283019,0.524741807975043,0.590223186197996,0.889056581045621,1,NA
"Sean","Franklin","Sean Franklin",2018,"VAN",11,912,"FB/WB",24.6315789473684,0.181114551083591,0.230769230769231,0,0.0213675213675214,0.524252650138388,0.556254078156921,0.94246976467199,0.948153253229398,150
"Ryan","Hollingshead","Ryan Hollingshead",2018,"FCD",18,879,"FB/WB",28.6143344709898,0.252355718019508,0.225190839694656,0.0419847328244275,0.0343511450381679,0.52309187531222,0.716951589792583,0.729605572760572,0.640250652768915,145
"Ruan","Ruan","Ruan",2020,"ORL",2,115,"FB/WB",30.8869565217391,0.261753868828298,0.108108108108108,0,0.027027027027027,0.521495758524383,0.521495758524383,1,1,NA
"Aaron","Herrera","Aaron Herrera",2018,"RSL",15,1322,"FB/WB",31.0075642965204,0.213256975904542,0.180327868852459,0.00702576112412178,0.0210772833723653,0.520979066333053,0.546938568962006,0.952536712343728,0.961153892810649,67.5
"Florian","Valot","Florian Valot",2018,"NYRB",14,1214,"Wing",28.3887973640857,0.159936886558229,0.183844011142061,0.064066852367688,0.0362116991643454,0.52034964942801,0.782252181300713,0.665194245368269,0.637598169150436,71.13645
"Jorge","Corrales","Jorge Corrales",2018,"CHI",17,1388,"FB/WB",29.3256484149856,0.222065043676951,0.155660377358491,0.0117924528301887,0.0235849056603774,0.519747318650694,0.56686196061174,0.916885158583932,0.947946022190798,67.5
"Michael","Petrasso","Michael Petrasso",2018,"MTL",14,845,"FB/WB",27.1526627218935,0.221010045410761,0.200836820083682,0.0125523012552301,0.0251046025104603,0.519677588667869,0.598730661294668,0.86796555156227,0.864372724825785,168.12864
"Kyle","Beckerman","Kyle Beckerman",2018,"RSL",31,2814,"CM",35.7185501066098,0.229249493437868,0.166189111747851,0.0210124164278892,0.0200573065902579,0.518268660052313,0.585395031592473,0.885331497676786,0.83391025377739,530.008
"Ali","Ghazal","Ali Ghazal",2018,"VAN",22,1553,"CDM",20.5228589826143,0.149603345797719,0.198795180722892,0.0210843373493976,0.00903614457831325,0.518221385041544,0.579972313219224,0.893527799913547,0.991159527184359,700.56671
"Jasser","Khmiri","Jasser Khmiri",2020,"VAN",2,195,"CB",29.0461538461538,0.183836416747809,0.0847457627118644,0.0338983050847458,0,0.517880625467173,0.531258425731663,0.974818657706809,1,NA
"Ike","Opara","Ike Opara",2018,"SKC",31,2990,"CB",30.9511705685619,0.191820529313358,0.172199170124481,0.0238589211618257,0.00829875518672199,0.517836140620135,0.659426696004753,0.785282342612958,0.809728666828355,342.91663
"Pedro","Santos","Pedro Santos",2018,"CLB",30,2307,"Wing",24.925877763329,0.178169247772187,0.33889816360601,0.120200333889816,0.0767946577629382,0.517554517285306,0.94926124162477,0.545218212427436,0.612670197527151,794.6
"Joe","Corona","Joe Corona",2020,"LAG",2,112,"CM",30.8571428571429,0.259303721488595,0.166666666666667,0.0277777777777778,0,0.516558420647671,0.516558420647671,1,1,NA
"Chase","Gasper","Chase Gasper",2020,"MIN",2,193,"FB/WB",16.9119170984456,0.111999450983083,0.176470588235294,0,0.0294117647058824,0.515128333720977,0.515128333720977,1,1,NA
"Roland","Lamah","Roland Lamah",2018,"FCD",29,1985,"Wing",23.1173803526448,0.178726747594428,0.303347280334728,0.0774058577405858,0.0711297071129707,0.512913499689169,0.918129176937559,0.558650691616189,0.493029211587345,818.5
"Lucas","Janson","Lucas Janson",2018,"TOR",11,861,"Wing",26.0905923344948,0.168821479811437,0.286324786324786,0.11965811965812,0.0384615384615385,0.512513366309066,1.04098906474573,0.492333093272457,0.551434736253765,449
"Johnny","Russell","Johnny Russell",2018,"SKC",30,2327,"Wing",23.1027073485174,0.159073036597549,0.371428571428571,0.125,0.0946428571428571,0.509910666493939,1.01185192860449,0.503938028953692,0.530295065375311,1331.57892
"Nicolas","Hasler","Nicolas Hasler",2018,"CHI,TOR",24,1818,"FB/WB",25.3465346534653,0.17106772544521,0.18125,0.0229166666666667,0.0354166666666667,0.508281341778432,0.62872925081789,0.808426426983043,0.798500535520511,147.66667
"Ethan","Finlay","Ethan Finlay",2018,"MIN",7,608,"Wing",19.8947368421053,0.112308998302207,0.206349206349206,0.0793650793650794,0.0396825396825397,0.505571766085092,0.83015709087591,0.609007345286488,0.554735483083695,375
"Enzo","Martinez","Enzo Martinez",2018,"COL",22,1521,"CM",26.2564102564103,0.190829542663041,0.223557692307692,0.0504807692307692,0.0456730769230769,0.502942229372778,0.675527643533807,0.744517614026566,0.881895363925471,67.5
"Edgar","Castillo","Edgar Castillo",2018,"COL",28,2629,"FB/WB",29.3586915176873,0.190199759947998,0.199004975124378,0.0348258706467662,0.0485074626865672,0.502867591804299,0.688700215920219,0.730169063664927,0.797409305901373,129.996
"Tomas","Conechny","Tomas Conechny",2018,"POR",4,87,"Wing",18.7586206896552,0.178653530377668,0.294117647058824,0.0588235294117647,0.0588235294117647,0.502303000718311,0.783296254025442,0.641268227872816,NA,166.66667
"Brooks","Lennon","Brooks Lennon",2018,"RSL",33,3054,"FB/WB",33.6345776031434,0.21699727485899,0.168224299065421,0.00654205607476636,0.0401869158878505,0.501984104224701,0.593923934488457,0.845199317749429,0.749743488543063,237.58333
"Fabian","Herbers","Fabian Herbers",2018,"PHI",8,442,"Wing",27.1493212669683,0.221627112383415,0.216,0.04,0.048,0.50051160624139,0.791894545683096,0.632043254963505,0.654469884412483,100.008
"Marlon","Hairston","Marlon Hairston",2018,"COL",15,1184,"FB/WB",32.2702702702703,0.220124626673058,0.123115577889447,0.0125628140703518,0.0201005025125628,0.500173920946573,0.630766861003106,0.792961634273475,0.884765462221567,144.996
"Junior","Urso","Junior Urso",2020,"ORL",2,189,"CM",25.9047619047619,0.21953188054883,0.215686274509804,0.0588235294117647,0,0.499991665174457,0.605207336423851,0.826149379035769,0.854095059378913,NA
"Gustavo","Bou","Gustavo Bou",2020,"NER",2,193,"CAM",25.8652849740933,0.139060671903727,0.442307692307692,0.134615384615385,0.173076923076923,0.499539246366895,1.28701713771127,0.388137214128505,0.252616349353903,NA
"Jordon","Mutch","Jordon Mutch",2018,"VAN",18,908,"CM",27.488986784141,0.231974572018067,0.196153846153846,0.0423076923076923,0.0307692307692308,0.498863803237184,0.796108320301843,0.626628048615346,0.426075558993712,284.16667
"Jhegson","Mendez","Jhegson Mendez",2020,"ORL",2,189,"CDM",33.5238095238095,0.28410008071025,0.166666666666667,0.0757575757575758,0,0.498692405475924,0.55241267857034,0.902753366860721,0.894508865831334,NA
"Jurgen","Locadia","Jurgen Locadia",2020,"CIN",2,129,"F",27.5348837209302,0.209390750729507,0.405405405405405,0.189189189189189,0.027027027027027,0.497332826909748,1.1134026082633,0.446678338292644,1,NA
"Jeremy","Ebobisse","Jeremy Ebobisse",2018,"POR",8,472,"F",18.3050847457627,0.157125190950753,0.366666666666667,0.133333333333333,0.0666666666666667,0.497318200648622,1.04387422321284,0.476415826341583,0.244533576465778,203
"Alejandro","Silva","Alejandro Silva",2018,"MTL",31,2492,"Wing",27.4670947030498,0.192904380560612,0.253856942496494,0.0743338008415147,0.0701262272089762,0.49524074592959,0.767388028449985,0.6453589677831,0.643392513481955,800.04
"Tristan","Blackmon","Tristan Blackmon",2018,"LAFC",10,559,"FB/WB",29.7101967799642,0.232474153207858,0.161849710982659,0.00578034682080925,0.023121387283237,0.494535854232006,0.5127733200026,0.964433668720321,1,70.23392
"Florian","Jungwirth","Florian Jungwirth",2018,"SJE",31,2567,"CM",31.9750681729646,0.207760870543262,0.155555555555556,0.0187134502923977,0.0187134502923977,0.492359856638685,0.585935561774897,0.840296934951763,0.899625031249898,566.67107
"Diego","Fagundez","Diego Fagundez",2020,"NER",2,193,"CDM",26.3626943005181,0.141734915594184,0.226415094339623,0.0754716981132075,0.0188679245283019,0.492139699846088,0.720485641246386,0.6830666312721,0.478088840297055,NA
"Youness","Mokhtar","Youness Mokhtar",2020,"CLB",2,79,"Wing",27.9493670886076,0.330761740693581,0.173913043478261,0.0434782608695652,0,0.491906500228787,0.491906500228787,1,1,NA
"Kevin","Molino","Kevin Molino",2020,"MIN",2,123,"CAM",24.1951219512195,0.16023259570344,0.258064516129032,0.0967741935483871,0.032258064516129,0.491812244455366,0.871146290951343,0.564557582995938,0.520240993989834,NA
"Tyrone","Mears","Tyrone Mears",2018,"MIN",11,956,"FB/WB",29.3221757322176,0.200961952058812,0.147260273972603,0.0171232876712329,0.0376712328767123,0.491131968879597,0.52488346301489,0.935697166107259,0.927216766080227,194.256
"Rudy","Camacho","Rudy Camacho",2018,"MTL",18,1662,"CB",27.0324909747292,0.177197683009879,0.155982905982906,0.0192307692307692,0.00213675213675214,0.490007087839274,0.522000268638858,0.938710413151687,1,699.15254
"Calum","Mallace","Calum Mallace",2018,"LAFC",3,45,"CDM",32,0.380952380952381,0.266666666666667,0.0666666666666667,0,0.489604046006052,0.57647796191566,0.849302277539071,NA,80.00004
"Kellyn","Acosta","Kellyn Acosta",2018,"COL,FCD",25,1850,"CM",26.4648648648649,0.198268391256105,0.201960784313725,0.0588235294117647,0.0450980392156863,0.489570313428053,0.638064763817553,0.767273701965526,0.854313264254744,300
"Richie","Laryea","Richie Laryea",2018,"ORL",9,292,"FB/WB",23.6712328767123,0.240724402136058,0.291666666666667,0.0555555555555556,0.0416666666666667,0.489117099540185,0.809596605322447,0.604149148260545,0.162874524976223,164
"Tony","Rocha","Tony Rocha",2018,"ORL",12,881,"CM",30.9466515323496,0.202155589759497,0.200704225352113,0.0246478873239437,0.0422535211267606,0.48904042231169,0.61841308981192,0.790798950359256,0.88253132288533,68.90184
"Niko","Hansen","Niko Hansen",2018,"CLB",20,1087,"Wing",18.8997240110396,0.159828532862914,0.350467289719626,0.149532710280374,0.0514018691588785,0.488608871231208,1.0161304828481,0.480852488414373,0.567126773874641,75.75004
"Lawrence","Olum","Lawrence Olum",2018,"POR",22,1741,"CM",27.3497989661114,0.210383068970088,0.183467741935484,0.0161290322580645,0.0141129032258065,0.487902461613916,0.517982070544501,0.941929246896586,0.944146080389005,200.004
"Deklan","Wynne","Deklan Wynne",2018,"COL",25,2169,"CB",26.6002766251729,0.182193675514883,0.13477537437604,0.00499168053244592,0.00998336106489185,0.486997256023242,0.501973401428199,0.970165460236842,0.946658757348197,67.5
"Sebastian","Saucedo","Sebastian Saucedo",2018,"RSL",27,1147,"Wing",23.6024411508282,0.217274432687474,0.308510638297872,0.159574468085106,0.0567375886524823,0.486297726538795,0.803248479562368,0.605413815166813,0.640020644951085,110.5
"Dillon","Powers","Dillon Powers",2018,"ORL",3,89,"CAM",15.1011235955056,0.144278250912474,0.285714285714286,0,0.0714285714285714,0.486294548841808,0.486294548841808,1,1,180
"Lamar","Neagle","Lamar Neagle",2018,"SEA",5,131,"Wing",19.0534351145038,0.18498480693693,0.192307692307692,0.0384615384615385,0.0384615384615385,0.486116128939956,0.486116128939956,1,NA,99
"Gustav","Svensson","Gustav Svensson",2020,"SEA",1,71,"CDM",41.9154929577465,0.222954749775247,0.161290322580645,0,0,0.485501079418231,0.577844668369056,0.840193058782629,0.743879201039868,NA
"Laurent","Ciman","Laurent Ciman",2018,"LAFC",22,2137,"CB",30.727187646233,0.199645046726854,0.176900584795322,0.033625730994152,0.0160818713450292,0.485389614456902,0.595517440368147,0.815072039127579,0.929648266803117,661.66667
"Jason","Hernandez","Jason Hernandez",2018,"TOR",10,565,"CB",24.2973451327434,0.168264162969137,0.13986013986014,0.00699300699300699,0,0.485155041880743,0.494295656931073,0.981507798172693,1,67.5
"Jared","Watts","Jared Watts",2018,"HOU",7,571,"CB",25.8914185639229,0.199603447078701,0.136363636363636,0.012987012987013,0.00649350649350649,0.483347321692338,0.500221499606261,0.966266588047084,0.941846529188419,92.5
"Luis","Caicedo","Luis Caicedo",2018,"NER",30,2767,"CM",25.5699313335743,0.153788680835451,0.233378561736771,0.0474898236092266,0.0257801899592944,0.482850097040707,0.619108931737581,0.779911373085102,0.748589112530715,300
"Matt","Hedges","Matt Hedges",2020,"FCD",2,197,"CB",31.1878172588832,0.185641769398115,0.09375,0.015625,0,0.481072761250017,0.481072761250017,1,1,NA
"Arturo","Alvarez","Arturo Alvarez",2018,"HOU",18,450,"Wing",24.96,0.265061946902655,0.247863247863248,0.0683760683760684,0.0854700854700855,0.480671326020858,0.779538690379529,0.61660996683415,0.308014527273894,157.5
"Robert","Beric","Robert Beric",2020,"CHI",2,194,"F",23.2577319587629,0.124372898175203,0.340425531914894,0.127659574468085,0.106382978723404,0.478843088265038,0.582327553869148,0.822291655415358,0.880612238369998,NA
"Benjamin","Mines","Benjamin Mines",2018,"NYRB",1,94,"Wing",19.4042553191489,0.103214124038026,0.210526315789474,0.0526315789473684,0,0.476360429574444,0.723701543056553,0.658227737863508,0,60.518
"Justin","Morrow","Justin Morrow",2020,"TOR",2,195,"FB/WB",16.7384615384615,0.0978857399910032,0.205882352941176,0,0.0294117647058824,0.475657865853298,0.488451477044006,0.973807815531377,0.970419163446851,NA
"Adam","Henley","Adam Henley",2018,"RSL",4,278,"FB/WB",24.863309352518,0.1757124335867,0.125,0.0138888888888889,0,0.47463809922561,0.48864854645053,0.971328171695815,1,122.83329
"Nick","DeLeon","Nick DeLeon",2018,"DCU",15,1140,"FB/WB",27.9578947368421,0.201039511530504,0.13855421686747,0.0331325301204819,0.0120481927710843,0.473646432256035,0.502901572091628,0.941827304866205,0.900745185733289,275
"Shea","Salinas","Shea Salinas",2018,"SJE",25,1924,"FB/WB",31.4345114345114,0.242251167035384,0.165079365079365,0.00793650793650794,0.0317460317460317,0.472665836233112,0.521711254502445,0.905991258869606,0.971680713475013,200
"Jonathan","Osorio","Jonathan Osorio",2020,"TOR",2,195,"CM",28.5538461538462,0.166981556455241,0.155172413793103,0.0172413793103448,0,0.472440306226873,0.499468731876018,0.945885650243558,0.939058441028002,NA
"Handwalla","Bwana","Handwalla Bwana",2018,"SEA",12,524,"Wing",24,0.1877444589309,0.244274809160305,0.0763358778625954,0.0229007633587786,0.471601388315893,0.695674752191254,0.677904993433254,0.581174490052054,54.50004
"Connor","Maloney","Connor Maloney",2018,"CLB",1,32,"FB/WB",42,0.617647058823529,0.142857142857143,0,0.0714285714285714,0.471565062331181,0.94153325780129,0.50084801404934,NA,55.6542
"Kei","Kamara","Kei Kamara",2018,"VAN",28,2334,"F",22.293059125964,0.159765972748142,0.300738007380074,0.156826568265683,0.0498154981549815,0.471243343375,0.938831664603932,0.501946580139907,0.363240788859351,1000
"Alphonso","Davies","Alphonso Davies",2018,"VAN",31,2623,"Wing",23.1307662981319,0.162560361650893,0.268987341772152,0.0537974683544304,0.0632911392405063,0.471058192702471,0.824972992085939,0.570998320213372,0.674625206178334,72.5
"Miles","Robinson","Miles Robinson",2018,"ATL",9,311,"CB",20.6816720257235,0.190127730573556,0.134328358208955,0.0149253731343284,0,0.470701270730227,0.508842374306015,0.925043381798131,0.764011046192556,205
"Jerome","Thiesson","Jerome Thiesson",2018,"MIN",14,1189,"FB/WB",29.4701429772918,0.185596941827299,0.120547945205479,0.00547945205479452,0.0219178082191781,0.46955962917892,0.50376629281073,0.932098149241077,0.976829076849651,219.16667
"Andres","Flores","Andres Flores",2018,"POR",26,1304,"CM",24.5889570552147,0.212466893797136,0.230538922155689,0.0419161676646707,0.0568862275449102,0.469069850991495,0.63525928106187,0.738391181325867,0.77263242057067,67.5
"Roberto","Puncec","Roberto Puncec",2020,"SKC",2,192,"CB",23.5,0.143292682926829,0.191489361702128,0,0.0212765957446809,0.468946290501634,0.522951196248711,0.896730505380865,0.484821132639861,NA
"Clint","Dempsey","Clint Dempsey",2018,"SEA",14,974,"CAM",27.4989733059548,0.233607782938937,0.272401433691756,0.139784946236559,0.046594982078853,0.468665068295984,0.811130103680702,0.577792719280546,0.511937756760192,1650.00004
"George","Bello","George Bello",2018,"ATL",3,188,"FB/WB",25.531914893617,0.213358620280922,0.2,0.04,0.02,0.467541947947295,0.602390587054083,0.77614417953267,0.180467083930405,71.5
"Cristhian","Paredes","Cristhian Paredes",2018,"POR",19,1488,"CM",24.4516129032258,0.182188488298545,0.232189973614776,0.0580474934036939,0.029023746701847,0.466572829825348,0.641000125752301,0.727882587039684,0.830650176795198,283.5
"Maximiniano","Maximiniano","Maximiniano",2018,"MIN",11,627,"CDM",23.8851674641148,0.195780061181269,0.147435897435897,0.0384615384615385,0.0128205128205128,0.466521411507202,0.508689341954306,0.917104749462409,0.869161087382813,NA
"Kendall","Waston","Kendall Waston",2018,"VAN",25,2391,"CB",22.7653701380176,0.156613718615971,0.195767195767196,0.0582010582010582,0.0123456790123457,0.466087274919215,0.629783260713971,0.740075679990007,0.744660029324407,604.16652
"Maxime","Chanot","Maxime Chanot",2018,"NYC",18,1664,"CB",34.8461538461538,0.207280492145,0.130794701986755,0.0182119205298013,0.0033112582781457,0.465706769067928,0.565807510845991,0.823083398754474,0.581751877122981,408
"Daniel","Salloi","Daniel Salloi",2018,"SKC",29,2457,"Wing",20.0830280830281,0.133917639551119,0.389105058365759,0.149805447470817,0.0739299610894942,0.464058422141644,0.965664355899721,0.480558715154475,0.444911056323439,81.625
"Alvaro","Medran","Alvaro Medran",2020,"CHI",2,194,"CM",32.659793814433,0.174651303820497,0.212121212121212,0.0454545454545455,0.0151515151515152,0.462884986697977,0.528309028248631,0.876163309630468,0.854743707001896,NA
"Dejan","Jakovic","Dejan Jakovic",2018,"LAFC",15,1222,"CB",25.7675941080196,0.16553058313503,0.13109756097561,0.00914634146341463,0,0.462628485385431,0.480788657594772,0.962228368073011,0.899310298620189,150
"Valentin","Castellanos","Valentin Castellanos",2018,"NYC",8,477,"F",19.5220125786164,0.130255296604613,0.381443298969072,0.206185567010309,0.0309278350515464,0.46197670586024,1.25704071968982,0.36751132928632,0.211428840294834,181.00807
"Ignacio","Piatti","Ignacio Piatti",2018,"MTL",32,2981,"Wing",23.7343173431734,0.148281560910103,0.312075983717775,0.126187245590231,0.0705563093622795,0.461589229214164,0.872582963160422,0.528991796427387,0.481663104061848,4713.33337
"Waylon","Francis","Waylon Francis",2018,"SEA",10,625,"FB/WB",29.7984,0.217347921225383,0.180412371134021,0.00515463917525773,0.0360824742268041,0.461254016495518,0.64853968423368,0.711219417575872,0.512426322778979,196.04167
"Warren","Creavalle","Warren Creavalle",2020,"PHI",1,82,"CDM",19.9024390243902,0.132682926829268,0.411764705882353,0,0.0588235294117647,0.460537960131189,0.658685145336652,0.699177692698397,0.758726781811864,NA
"Alan","Pulido","Alan Pulido",2020,"SKC",2,177,"F",22.2372881355932,0.135593220338983,0.317073170731707,0.121951219512195,0.0487804878048781,0.460325001090438,0.814252091274504,0.5653347483209,0.461536799296702,NA
"Gaston","Gimenez","Gaston Gimenez",2020,"CHI",1,31,"sub",34.0645161290323,0.16221198156682,0.272727272727273,0.181818181818182,0,0.460151309134172,0.52509797142779,0.876315152928468,0.795972153489225,NA
"Warren","Creavalle","Warren Creavalle",2018,"PHI",16,765,"CDM",31.2470588235294,0.291858109268226,0.192771084337349,0.0120481927710843,0.0160642570281124,0.459936332132136,0.595683797325892,0.772114894171798,0.651066811008551,153
"Mathieu","Choiniere","Mathieu Choiniere",2018,"MTL",5,107,"Wing",31.4018691588785,0.313391907773239,0.228571428571429,0.0571428571428571,0.0285714285714286,0.459553466113988,0.570312487279311,0.805792396912608,NA,59.44104
"Bismark","Boateng","Bismark Boateng",2018,"COL",20,1323,"CM",31.4920634920635,0.216738220867608,0.152073732718894,0.0276497695852535,0.0207373271889401,0.45942365814124,0.535682492028498,0.857641728034671,0.943498139313766,NA
