Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
365,Cristian Martínez/Cristian-Martinez,pa PAN,MFFW,Chicago,21,1997,0.6,0,0,0,5,1.67,0,33.3,8.18,2.73,0,0,0.17,0.17,0.03,-0.17,-0.17,Matches
366,Douglas Martinez/Douglas-Martinez,hn HON,FW,Real Salt Lake,21,1997,0.7,0,0,0,1.43,0,0,0,2.04,0,0,,0.14,0.14,0.06,-0.14,-0.14,Matches
367,Josef Martínez/Josef-Martinez,ve VEN,FW,Atlanta,25,1993,28.6,0.94,0.17,0.21,3.78,1.47,0.1,38.9,0.13,0.05,0.2,0.52,0.82,0.66,0.18,0.13,0.1,Matches
368,Tomás Martínez/Tomas-Martinez,ar ARG,MFFW,Houston,23,1995,25.7,0.19,0,0,2.06,0.39,0.08,18.9,0.08,0.02,0.09,0.5,0.14,0.14,0.07,0.06,0.06,Matches
369,Luís Martins/Luis-Martins,pt POR,DF,Sporting KC,26,1992,9.2,0,0,0,0.65,0.33,0,50,0.07,0.04,0,0,0.02,0.02,0.03,-0.02,-0.02,Matches
370,Rónald Matarrita/Ronald-Matarrita,cr CRC,DF,NYCFC,24,1994,21.9,0.05,0,0,1.23,0.27,0.05,22.2,0.06,0.01,0.04,0.17,0.08,0.08,0.06,-0.03,-0.03,Matches
371,Darren Mattocks/Darren-Mattocks,jm JAM,FW,FC Cincinnati,28,1990,14.1,0.21,0.07,0.07,1.91,0.57,0,29.6,0.14,0.04,0.07,0.25,0.25,0.19,0.1,-0.04,-0.05,Matches
372,Jimmy Maurer/Jimmy-Maurer,us USA,GK,FC Dallas,30,1988,2,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
373,Chris Mavinga/Chris-Mavinga,cd COD,DF,Toronto FC,27,1991,23.5,0,0,0,0.13,0.04,0,33.3,0.01,0,0,0,0,0,0.03,0,0,Matches
374,Olivier Mbaissidara/Olivier-Mbaissidara,cm CMR,DF,Philadelphia,21,1997,2.2,0,0,0,0.91,0,0,0,0.42,0,0,,0.05,0.05,0.05,-0.05,-0.05,Matches
375,Thomas McCabe/Thomas-McCabe,us USA,MF,FC Cincinnati,20,1998,2.7,0,0,0,0.37,0,0,0,0.13,0,0,,0.04,0.04,0.11,-0.04,-0.04,Matches
376,Chris McCann/Chris-McCann,ie IRL,DFMF,D.C. United,31,1987,3.5,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
377,Dax McCarty/Dax-McCarty,us USA,MF,Chicago,31,1987,31.6,0.03,0,0,0.66,0.19,0,28.6,0.02,0.01,0.05,0.17,0.07,0.07,0.1,-0.03,-0.03,Matches
378,Brendan McDonough/Brendan-McDonough,us USA,DF,Vancouver,22,1996,0.7,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
379,Mark McKenzie/Mark-McKenzie,us USA,DF,Philadelphia,19,1999,6,0,0,0,0.17,0,0,0,0.03,0,0,,0,0,0.05,0,0,Matches
380,Thomas McNamara/Thomas-McNamara,us USA,MFFW,Houston,27,1991,17.1,0.12,0,0,0.99,0.47,0,47.1,0.06,0.03,0.12,0.25,0.12,0.12,0.12,-0.01,-0.01,Matches
381,Ryan Meara/Ryan-Meara,us USA,GK,NY Red Bulls,28,1990,1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
382,Jesús Medina/Jesus-Medina,py PAR,MFFW,NYCFC,21,1997,8.2,0.37,0.12,0.12,1.83,0.73,0.12,40,0.22,0.09,0.13,0.33,0.45,0.35,0.19,-0.09,-0.11,Matches
383,Jimmy Medranda/Jimmy-Medranda,co COL,FWMF,Sporting KC,24,1994,2,0,0,0,4,1,0,25,1.97,0.49,0,0,0.15,0.15,0.03,-0.15,-0.15,Matches
384,Haris Medunjanin/Haris-Medunjanin,ba BIH,MF,Philadelphia,33,1985,34,0.03,0,0,1,0.18,0.18,17.6,0.03,0.01,0.03,0.17,0.04,0.04,0.04,-0.01,-0.01,Matches
385,Lucas Melano/Lucas-Melano,ar ARG,FW,Portland,25,1993,1.4,0,0,0,1.43,0,0,0,1.01,0,0,,0.14,0.14,0.11,-0.14,-0.14,Matches
386,Tim Melia/Tim-Melia,us USA,GK,Sporting KC,32,1986,32,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
387,Jhegson Méndez/Jhegson-Mendez,ec ECU,MF,Orlando City,21,1997,19.9,0,0,0,0.5,0,0,0,0.03,0,0,,0.03,0.03,0.06,-0.03,-0.03,Matches
388,Jonathan Mensah/Jonathan-Mensah,gh GHA,DF,Columbus,28,1990,23.9,0,0,0,0.33,0.04,0,12.5,0.01,0,0,0,0.03,0.03,0.08,-0.03,-0.03,Matches
389,Justin Meram/Justin-Meram,iq IRQ,DFFW,Atlanta,30,1988,14.1,0.28,0,0,1.49,0.64,0,42.9,0.11,0.05,0.19,0.44,0.16,0.16,0.1,0.13,0.13,Matches
390,Justin Meram/Justin-Meram,iq IRQ,FW,Columbus,30,1988,4.2,0,0,0,1.19,0.24,0,20,0.28,0.06,0,0,0.12,0.12,0.1,-0.12,-0.12,Matches
391,Romain Métanire/Romain-Metanire,mg MAD,DF,Minnesota,28,1990,27,0.04,0,0,0.33,0.07,0,22.2,0.01,0,0.11,0.5,0.01,0.01,0.03,0.03,0.03,Matches
392,Nicolás Mezquida/Nicolas-Mezquida,uy URU,MFFW,Colorado,27,1992,15.8,0.25,0.06,0.06,3.92,1.46,0.19,37.1,0.25,0.09,0.05,0.13,0.29,0.25,0.06,-0.04,-0.06,Matches
393,Benji Michel/Benji-Michel,ht HAI,FWMF,Orlando City,21,1997,10.5,0.48,0,0,1.05,0.86,0,81.8,0.1,0.08,0.45,0.56,0.27,0.27,0.26,0.21,0.21,Matches
394,Djordje Mihailovic/Djordje-Mihailovic,us USA,MF,Chicago,20,1998,16.1,0.19,0,0,1.37,0.43,0.12,31.8,0.09,0.03,0.14,0.43,0.11,0.11,0.08,0.08,0.08,Matches
395,Eric Miller/Eric-Miller,us USA,DF,NYCFC,26,1993,3.6,0,0,0,0.56,0,0,0,0.15,0,0,,0.06,0.06,0.11,-0.06,-0.06,Matches
396,Eric Miller/Eric-Miller,us USA,DF,Minnesota,26,1993,4.8,0,0,0,0.21,0,0,0,0.04,0,0,,0.06,0.06,0.28,-0.06,-0.06,Matches
397,Kamal Miller/Kamal-Miller,ca CAN,DF,Orlando City,21,1997,15,0,0,0,0.07,0,0,0,0,0,0,,0,0,0.01,0,0,Matches
398,Tyler Miller/Tyler-Miller,us USA,GK,Los Angeles FC,25,1993,28,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
399,Alexandru Mitriță/Alexandru-Mitrita,ro ROU,FWMF,NYCFC,23,1995,23.6,0.51,0,0,3.94,1.48,0.76,37.6,0.17,0.06,0.13,0.34,0.33,0.33,0.08,0.18,0.18,Matches
400,Wilfried Moimbé/Wilfried-Moimbe,fr FRA,DFFW,Minnesota,30,1988,3.7,0,0,0,0.54,0,0,0,0.15,0,0,,0,0,0.02,0,0,Matches
401,Youness Mokhtar/Youness-Mokhtar,ma MAR,FW,Columbus,27,1991,4.9,0.2,0,0,2.86,1.02,0,35.7,0.58,0.21,0.07,0.2,0.22,0.22,0.08,-0.02,-0.02,Matches
402,Kevin Molino/Kevin-Molino,tt TRI,FWMF,Minnesota,28,1990,10.1,0.3,0,0,2.77,0.79,0,28.6,0.28,0.08,0.11,0.38,0.4,0.4,0.14,-0.1,-0.1,Matches
403,Mohamed El Monir/Mohamed-El-Monir,ly LBY,DF,Los Angeles FC,26,1992,6.6,0.15,0,0,1.67,0.61,0,36.4,0.25,0.09,0.09,0.25,0.09,0.09,0.06,0.06,0.06,Matches
404,Jamiro Monteiro/Jamiro-Monteiro,cv CPV,MF,Philadelphia,25,1993,22.8,0.18,0.09,0.13,1.93,0.75,0.09,38.6,0.08,0.03,0.05,0.12,0.25,0.15,0.08,-0.07,-0.06,Matches
405,Fredy Montero/Fredy-Montero,co COL,FWMF,Vancouver,31,1987,23.3,0.34,0.17,0.17,2.49,0.82,0.09,32.8,0.11,0.04,0.07,0.21,0.33,0.2,0.08,0.01,-0.03,Matches
406,Drew Moor/Drew-Moor,us USA,DF,Toronto FC,35,1984,11.4,0,0,0,0.09,0.09,0,100,0.01,0.01,0,0,0,0,0.05,0,0,Matches
407,Joseph Mora/Joseph-Mora,cr CRC,DF,D.C. United,26,1993,17.7,0,0,0,0.34,0,0,0,0.02,0,0,,0.01,0.01,0.02,-0.01,-0.01,Matches
408,Maximiliano Moralez/Maximiliano-Moralez,ar ARG,MFFW,NYCFC,31,1987,27,0.26,0.15,0.3,1.59,0.74,0.07,46.5,0.06,0.03,0.07,0.15,0.34,0.15,0.09,-0.09,-0.04,Matches
409,Jorge Moreira/Jorge-Moreira,py PAR,DF,Portland,28,1990,24.8,0.08,0,0,1.09,0.24,0,22.2,0.04,0.01,0.07,0.33,0.05,0.05,0.05,0.03,0.03,Matches
410,Amando Moreno/Amando-Moreno,us USA,FWMF,Chicago,23,1995,0.9,0,0,0,6.67,2.22,0,33.3,7.32,2.44,0,0,1.11,1.11,0.17,-1.11,-1.11,Matches
411,Junior Moreno/Junior-Moreno,ve VEN,MF,D.C. United,25,1993,28.3,0,0,0,0.46,0.11,0.04,23.1,0.02,0,0,0,0.02,0.02,0.05,-0.02,-0.02,Matches
412,Ashtone Morgan/Ashtone-Morgan,ca CAN,DFMF,Toronto FC,27,1991,3.5,0.29,0,0,0.29,0.29,0,100,0.08,0.08,1,1,0.09,0.09,0.32,0.2,0.2,Matches
413,Jordan Morris/Jordan-Morris,us USA,FW,Seattle,24,1994,22.6,0.44,0,0,1.95,0.84,0,43.2,0.09,0.04,0.23,0.53,0.38,0.38,0.2,0.06,0.06,Matches
414,Justin Morrow/Justin-Morrow,us USA,DF,Toronto FC,31,1987,26.1,0.04,0,0,0.57,0.19,0,33.3,0.02,0.01,0.07,0.2,0.05,0.05,0.09,-0.02,-0.02,Matches
415,João Moutinho/Joao-Moutinho,pt POR,DF,Orlando City,21,1998,13.6,0,0,0,0.74,0.15,0,20,0.05,0.01,0,0,0.05,0.05,0.07,-0.05,-0.05,Matches
416,Christopher Mueller/Christopher-Mueller,us USA,FWMF,Orlando City,22,1996,15.2,0.33,0,0,2.37,0.79,0.2,33.3,0.16,0.05,0.14,0.42,0.15,0.15,0.06,0.18,0.18,Matches
417,Georges Mukumbilwa/Georges-Mukumbilwa,ca CAN,MF,Vancouver,19,1999,0.1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
418,Luke Mulholland/Luke-Mulholland,eng ENG,MF,Real Salt Lake,30,1988,0.2,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
419,Patrick Mullins/Patrick-Mullins,us USA,FW,Toronto FC,26,1992,3.9,0.51,0,0,2.56,0.77,0,30,0.66,0.2,0.2,0.67,0.33,0.33,0.13,0.18,0.18,Matches
420,Patrick Mullins/Patrick-Mullins,us USA,FWMF,Columbus,26,1992,2.2,0,0,0,1.36,0,0,0,0.61,0,0,,0.18,0.18,0.12,-0.18,-0.18,Matches
421,Alex Muyl/Alex-Muyl,us USA,FWDF,NY Red Bulls,23,1995,15.5,0.19,0,0,1.55,0.71,0,45.8,0.1,0.05,0.13,0.27,0.19,0.19,0.13,0,0,Matches
422,Darlington Nagbe/Darlington-Nagbe,us USA,MF,Atlanta,28,1990,31.4,0.06,0,0,0.67,0.13,0,19,0.02,0,0.1,0.5,0.04,0.04,0.06,0.03,0.03,Matches
423,Nani/Nani,pt POR,FWMF,Orlando City,32,1986,25.3,0.47,0.12,0.2,2.29,0.79,0.28,34.5,0.09,0.03,0.16,0.45,0.31,0.15,0.07,0.16,0.2,Matches
424,Sean Nealis/Sean-Nealis,us USA,DF,NY Red Bulls,22,1997,5.1,0.2,0,0,0.39,0.2,0,50,0.08,0.04,0.5,1,0.04,0.04,0.12,0.16,0.16,Matches
425,John Nelson/John-Nelson,us USA,DF,FC Dallas,20,1998,5.1,0,0,0,0.78,0.2,0,25,0.15,0.04,0,0,0.02,0.02,0.03,-0.02,-0.02,Matches
426,Krisztián Németh/Krisztian-Nemeth,hu HUN,FW,Sporting KC,30,1989,17.3,0.46,0,0.06,2.95,0.98,0,33.3,0.17,0.06,0.16,0.47,0.6,0.56,0.19,-0.14,-0.1,Matches
427,Jake Nerwinski/Jake-Nerwinski,us USA,DF,Vancouver,24,1994,22.5,0.04,0,0,0.22,0.04,0,20,0.01,0,0.2,1,0.01,0.01,0.06,0.03,0.03,Matches
428,Michee Ngalina/Michee-Ngalina,cd COD,FWMF,Philadelphia,18,2000,0.1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
429,Lee Nguyen/Lee-Nguyen,us USA,MF,Los Angeles FC,32,1986,13.1,0,0,0,1.37,0.53,0.38,38.9,0.11,0.04,0,0,0.08,0.08,0.06,-0.08,-0.08,Matches
430,Sam Nicholson/Sam-Nicholson,sco SCO,FWMF,Colorado,24,1995,19.7,0.1,0,0,2.28,0.76,0,33.3,0.12,0.04,0.04,0.13,0.18,0.18,0.08,-0.08,-0.08,Matches
431,Gonzalo Nicolás Martínez/Gonzalo-Nicolas-Martinez,ar ARG,FWMF,Atlanta,25,1993,23.8,0.21,0.08,0.13,3.32,0.88,0.55,26.6,0.14,0.04,0.04,0.14,0.34,0.24,0.07,-0.13,-0.11,Matches
432,Nemanja Nikolić/Nemanja-Nikolic,hu HUN,FW,Chicago,31,1987,22.1,0.54,0.09,0.09,2.13,0.95,0,44.7,0.1,0.04,0.21,0.48,0.58,0.51,0.24,-0.04,-0.06,Matches
433,Harry Novillo/Harry-Novillo,fr FRA,FW,Montreal,26,1992,4.9,0.2,0,0,2.24,0.82,0,36.4,0.46,0.17,0.09,0.25,0.08,0.08,0.04,0.12,0.12,Matches
434,Shane O'Neill/Shane-ONeill,us USA,DF,Orlando City,25,1993,9.3,0,0,0,0.43,0,0,0,0.05,0,0,,0.01,0.01,0.03,-0.01,-0.01,Matches
435,Alfonso Ocampo-Chavez/Alfonso-Ocampo-Chavez,us USA,FW,Seattle,16,2002,0.9,0,0,0,1.11,1.11,0,100,1.22,1.22,0,0,0.11,0.11,0.09,-0.11,-0.11,Matches
436,Chris Odoi-Atsem/Chris-Odoi-Atsem,us USA,DF,D.C. United,23,1995,1.5,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
437,Ebenezer Ofori/Ebenezer-Ofori,gh GHA,MF,NYCFC,23,1995,14,0.14,0,0,0.57,0.14,0,25,0.04,0.01,0.25,1,0.02,0.02,0.04,0.12,0.12,Matches
438,Orji Okwonkwo/Orji-Okwonkwo,ng NGA,FWMF,Montreal,21,1998,19.7,0.41,0,0,2.59,0.76,0,29.4,0.13,0.04,0.16,0.53,0.29,0.29,0.11,0.12,0.12,Matches
439,Lawrence Olum/Lawrence-Olum,ke KEN,MF,Minnesota,34,1984,6.1,0,0,0,0.33,0,0,0,0.05,0,0,,0.05,0.05,0.17,-0.05,-0.05,Matches
440,Zdeněk Ondrášek/Zdenek-Ondrasek,cz CZE,FW,FC Dallas,30,1988,8.3,0.84,0,0,2.89,1.81,0,62.5,0.35,0.22,0.29,0.47,0.54,0.54,0.19,0.3,0.3,Matches
441,Nedum Onuoha/Nedum-Onuoha,eng ENG,DF,Real Salt Lake,32,1986,26,0.04,0,0,0.31,0.15,0,50,0.01,0.01,0.13,0.25,0.03,0.03,0.09,0.01,0.01,Matches
442,Ike Opara/Ike-Opara,us USA,DF,Minnesota,29,1989,28.5,0.11,0,0,0.74,0.14,0,19,0.03,0,0.14,0.75,0.07,0.07,0.1,0.03,0.03,Matches
443,Kofi Opare/Kofi-Opare,ca CAN,DF,Colorado,28,1990,3,0,0,0,0.67,0,0,0,0.22,0,0,,0.03,0.03,0.03,-0.03,-0.03,Matches
444,Jonathan Osorio/Jonathan-Osorio,ca CAN,MFFW,Toronto FC,26,1992,19.5,0.26,0,0.05,1.38,0.62,0,44.4,0.07,0.03,0.19,0.42,0.21,0.17,0.12,0.05,0.09,Matches
445,David Ousted/David-Ousted,dk DEN,GK,Chicago,33,1985,14,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
446,Juan Pablo Torres/Juan-Pablo-Torres,us USA,FW,NYCFC,19,1999,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
447,Diego Palacios/Diego-Palacios,ec ECU,DF,Los Angeles FC,19,1999,1,0,0,0,1,0,0,0,0.98,0,0,,0.1,0.1,0.11,-0.1,-0.1,Matches
448,Cristhian Paredes/Cristhian-Paredes,py PAR,MF,Portland,20,1998,18.3,0.22,0,0,2.08,0.6,0.05,28.9,0.11,0.03,0.11,0.36,0.15,0.15,0.07,0.07,0.07,Matches
449,Tim Parker/Tim-Parker,us USA,DF,NY Red Bulls,25,1993,26.5,0,0,0,0.53,0.08,0,14.3,0.02,0,0,0,0.05,0.05,0.1,-0.05,-0.05,Matches
450,Michael Parkhurst/Michael-Parkhurst,us USA,DF,Atlanta,35,1984,16,0,0,0,0.19,0.06,0,33.3,0.01,0,0,0,0.01,0.01,0.08,-0.01,-0.01,Matches
451,Keaton Parks/Keaton-Parks,us USA,MF,NYCFC,21,1997,14.7,0.07,0,0,1.36,0.82,0,60,0.09,0.06,0.05,0.08,0.16,0.16,0.11,-0.09,-0.09,Matches
452,Kevin Partida/Kevin-Partida,us USA,FW,San Jose,23,1995,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
453,Santiago Patiño/Santiago-Patino,us USA,FW,Orlando City,21,1997,3.6,0.56,0,0,3.33,0.83,0,25,0.91,0.23,0.17,0.67,0.67,0.67,0.2,-0.11,-0.11,Matches
454,Cristian Pavón/Cristian-Pavon,ar ARG,FW,LA Galaxy,23,1996,10.8,0.28,0,0,3.06,1.39,0,45.5,0.28,0.13,0.09,0.2,0.25,0.25,0.08,0.03,0.03,Matches
455,PC/PC,br BRA,FWDF,Vancouver,24,1994,9,0,0,0,0.78,0.11,0,14.3,0.09,0.01,0,0,0.07,0.07,0.09,-0.07,-0.07,Matches
456,Marquinhos Pedroso/Marquinhos-Pedroso,br BRA,DF,D.C. United,25,1993,3.2,0,0,0,0.94,0.31,0,33.3,0.3,0.1,0,0,0.03,0.03,0.02,-0.03,-0.03,Matches
457,Marquinhos Pedroso/Marquinhos-Pedroso,br BRA,DF,FC Dallas,25,1993,1.3,0,0,0,0.77,0,0,0,0.58,0,0,,0,0,0.04,0,0,Matches
458,Ronaldo Peña/Ronaldo-Pena,ve VEN,FWMF,Houston,21,1997,1.8,0,0,0,1.11,0,0,0,0.63,0,0,,0.06,0.06,0.05,-0.06,-0.06,Matches
459,Cristian Penilla/Cristian-Penilla,ec ECU,MFFW,New England,27,1991,19.8,0.3,0,0,2.93,1.01,0,34.5,0.15,0.05,0.1,0.3,0.32,0.32,0.11,-0.02,-0.07,Matches
460,Ricardo Pepi/Ricardo-Pepi,us USA,MFFW,FC Dallas,16,2003,0.9,0,0,0,2.22,1.11,0,50,2.57,1.28,0,0,0.33,0.33,0.16,-0.33,-0.33,Matches
461,Dion Pereira/Dion-Pereira,eng ENG,FWDF,Atlanta,19,1999,7.5,0,0,0,0.4,0.27,0,66.7,0.05,0.04,0,0,0.03,0.03,0.08,-0.03,-0.03,Matches
462,Mauricio Pereyra/Mauricio-Pereyra,uy URU,MFFW,Orlando City,28,1990,4.4,0,0,0,0.68,0.23,0,33.3,0.16,0.05,0,0,0.02,0.02,0.03,-0.02,-0.02,Matches
463,Adrien Perez/Adrien-Perez,us USA,FW,Los Angeles FC,23,1995,2.4,0.42,0,0,2.92,1.25,0,42.9,1.22,0.53,0.14,0.33,0.58,0.58,0.21,-0.17,-0.17,Matches
464,Javier Pérez/Javier-Perez,es ESP,MF,Los Angeles FC,22,1996,0.1,0,0,0,10,0,0,0,69.2,0,0,,0,0,0.02,0,0,Matches
465,Joshua Pérez/Joshua-Perez,us USA,FWMF,Los Angeles FC,21,1998,5.1,0.2,0,0,2.35,0.98,0,41.7,0.46,0.19,0.08,0.2,0.55,0.55,0.24,-0.35,-0.35,Matches
466,Ignacio Piatti/Ignacio-Piatti,ar ARG,FW,Montreal,33,1985,8.4,0.36,0,0,2.38,0.48,0,20,0.28,0.06,0.15,0.75,0.26,0.26,0.11,0.1,0.1,Matches
467,Fafà Picault/Fafa-Picault,us USA,FW,Philadelphia,27,1991,20.7,0.19,0,0,2.46,1.01,0,41.2,0.12,0.05,0.08,0.19,0.34,0.34,0.14,-0.14,-0.14,Matches
468,Samuel Piette/Samuel-Piette,ca CAN,MF,Montreal,24,1994,24.7,0,0,0,0.53,0.08,0,15.4,0.02,0,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
469,Donovan Pines/Donovan-Pines,us USA,DF,D.C. United,20,1998,8.7,0,0,0,0.34,0,0,0,0.04,0,0,,0.03,0.03,0.1,-0.03,-0.03,Matches
470,Joao Plata/Joao-Plata,ec ECU,FWMF,Real Salt Lake,26,1992,3.5,0.29,0.29,0.29,4,0.86,0,21.4,1.13,0.24,0,0,0.43,0.23,0.05,-0.14,-0.23,Matches
471,Florentin Pogba/Florentin-Pogba,gn GUI,DF,Atlanta,28,1990,8.7,0,0,0,0.34,0.11,0,33.3,0.04,0.01,0,0,0.01,0.01,0.04,-0.01,-0.01,Matches
472,Diego Polenta/Diego-Polenta,uy URU,DF,LA Galaxy,26,1992,28,0.04,0,0,0.57,0.14,0,25,0.02,0.01,0.06,0.25,0.04,0.04,0.06,0,0,Matches
473,Andy Polo/Andy-Polo,pe PER,MFFW,Portland,24,1994,11.6,0,0,0,1.29,0.26,0,20,0.11,0.02,0,0,0.06,0.06,0.05,-0.06,-0.06,Matches
474,Paxton Pomykal/Paxton-Pomykal,us USA,MF,FC Dallas,19,1999,20.9,0.1,0,0,1.34,0.48,0,35.7,0.06,0.02,0.07,0.2,0.12,0.12,0.09,-0.02,-0.02,Matches
475,Chris Pontius/Chris-Pontius,us USA,FW,LA Galaxy,31,1987,7.8,0.26,0,0,2.18,0.64,0,29.4,0.28,0.08,0.12,0.4,0.33,0.33,0.15,-0.08,-0.08,Matches
476,Justin Portillo/Justin-Portillo,us USA,MF,Real Salt Lake,26,1992,2.2,0,0,0,0.45,0,0,0,0.21,0,0,,0,0,0.01,0,0,Matches
477,Alvas Powell/Alvas-Powell,jm JAM,DF,FC Cincinnati,24,1994,10.8,0,0,0,0.74,0.28,0.09,37.5,0.07,0.03,0,0,0.04,0.04,0.05,-0.04,-0.04,Matches
478,Dillon Powers/Dillon-Powers,us USA,MF,Orlando City,27,1991,6.9,0,0,0,0.58,0,0,0,0.08,0,0,,0.01,0.01,0.03,-0.01,-0.01,Matches
479,Alejandro Pozuelo/Alejandro-Pozuelo,es ESP,MFFW,Toronto FC,27,1991,28,0.43,0.18,0.21,2.39,0.89,0.39,37.3,0.09,0.03,0.1,0.28,0.31,0.15,0.06,0.11,0.1,Matches
480,Jack Price/Jack-Price,eng ENG,MF,Colorado,26,1992,24.7,0.04,0,0,0.16,0.08,0,50,0.01,0,0.25,0.5,0.01,0.01,0.04,0.03,0.03,Matches
481,Kacper Przybyłko/Kacper-Przybylko,pl POL,FW,Philadelphia,25,1993,24.9,0.6,0,0.04,3.17,1.45,0,45.6,0.13,0.06,0.19,0.42,0.51,0.48,0.15,0.09,0.12,Matches
482,Andrew Putna/Andrew-Putna,us USA,GK,Real Salt Lake,24,1994,5,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
483,Valeri Qazaishvili/Valeri-Qazaishvili,ge GEO,FWMF,San Jose,26,1993,23.3,0.34,0,0,4.55,1.46,0,32.1,0.2,0.06,0.08,0.24,0.3,0.3,0.07,0.04,0.04,Matches
484,Darwin Quintero/Darwin-Quintero,co COL,MFFW,Minnesota,31,1987,24.4,0.41,0.12,0.16,2.95,0.86,0.25,29.2,0.12,0.04,0.1,0.33,0.48,0.36,0.12,-0.07,-0.11,Matches
485,Romell Quioto/Romell-Quioto,hn HON,FW,Houston,27,1991,8.8,0.23,0.11,0.11,2.95,1.25,0.34,42.3,0.33,0.14,0.04,0.09,0.26,0.18,0.06,-0.03,-0.07,Matches
486,Jukka Raitala/Jukka-Raitala,fi FIN,DF,Montreal,30,1988,23.2,0,0,0,0.13,0.04,0,33.3,0.01,0,0,0,0,0,0.03,0,0,Matches
487,Christian Ramirez/Christian-Ramirez,us USA,FW,Los Angeles FC,27,1991,10.5,0.38,0,0,2.57,1.24,0.19,48.1,0.24,0.12,0.15,0.31,0.55,0.55,0.21,-0.17,-0.17,Matches
488,Christian Ramirez/Christian-Ramirez,us USA,FWMF,Houston,27,1991,7.5,0.67,0,0,3.07,1.73,0.13,56.5,0.41,0.23,0.22,0.38,0.51,0.51,0.17,0.16,0.16,Matches
489,Greg Ranjitsingh/Greg-Ranjitsingh,tt TRI,GK,Orlando City,25,1993,2,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
490,Matthew Real/Matthew-Real,us USA,DFMF,Philadelphia,19,1999,0.8,0,0,0,1.25,0,0,0,1.65,0,0,,0.13,0.13,0.14,-0.13,-0.13,Matches
491,Eric Remedi/Eric-Remedi,ar ARG,MF,Atlanta,23,1995,22.8,0,0,0,0.48,0.13,0,27.3,0.02,0.01,0,0,0.03,0.03,0.06,-0.03,-0.03,Matches
492,Justin Rennicks/Justin-Rennicks,us USA,FW,New England,19,1999,1.2,0,0,0,1.67,0,0,0,1.43,0,0,,0.33,0.33,0.22,-0.33,-0.33,Matches
493,Yordy Reyna/Yordy-Reyna,pe PER,FWMF,Vancouver,25,1993,22.1,0.32,0,0.05,2.53,1.22,0.32,48.2,0.11,0.06,0.13,0.26,0.22,0.19,0.07,0.1,0.13,Matches
494,Bryan Reynolds/Bryan-Reynolds,us USA,FWDF,FC Dallas,17,2001,1.3,0,0,0,0.77,0,0,0,0.58,0,0,,0.08,0.08,0.07,-0.08,-0.08,Matches
495,Spencer Richey/Spencer-Richey,us USA,GK,FC Cincinnati,26,1992,19,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
496,Tosaint Ricketts/Tosaint-Ricketts,ca CAN,FW,Vancouver,31,1987,5.3,0.19,0,0,2.08,0.94,0,45.5,0.39,0.18,0.09,0.2,0.42,0.42,0.2,-0.23,-0.23,Matches
497,Nick Rimando/Nick-Rimando,us USA,GK,Real Salt Lake,39,1979,29,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
498,Alexander Ring/Alexander-Ring,fi FIN,MF,NYCFC,27,1991,31,0.13,0,0,1.48,0.48,0.03,32.6,0.05,0.02,0.09,0.27,0.11,0.11,0.07,0.02,0.02,Matches
499,Andrés Ríos/Andres-Rios,ar ARG,MFFW,San Jose,29,1989,3,0.33,0,0,1.33,0.67,0,50,0.44,0.22,0.25,0.5,0.2,0.2,0.18,0.13,0.13,Matches
500,Thomas Roberts/Thomas-Roberts,us USA,MFFW,FC Dallas,17,2001,2.6,0,0,0,1.15,0.38,0,33.3,0.44,0.15,0,0,0.04,0.04,0.03,-0.04,-0.04,Matches
501,Robinho/Robinho,br BRA,FW,Columbus,24,1995,12.4,0,0,0,2.58,0.81,0,31.3,0.21,0.07,0,0,0.17,0.17,0.07,-0.17,-0.17,Matches
502,Robinho/Robinho,br BRA,FW,Orlando City,24,1995,2.6,0,0,0,2.31,0.77,0,33.3,0.89,0.3,0,0,0.15,0.15,0.06,-0.15,-0.15,Matches
503,Jalen Robinson/Jalen-Robinson,us USA,DF,D.C. United,24,1994,4.6,0,0,0,0.22,0,0,0,0.05,0,0,,0,0,0.03,0,0,Matches
