Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
299,Florian Jungwirth/Florian-Jungwirth,de GER,DF,San Jose,30,1989,29.7,56.5,54.7,1.78,1.65,0.07,6.23,2.79,0.13,0,0,0,0,44.2,4.55,7.74,16.1,37.1,2.29,0.13,0.1,50.4,0.13,0.64,0.54,0.57,Matches
300,Vitor Junior/Vitor-Junior,br BRA,DF,LA Galaxy,30,1989,0.1,120,120,0,0,0,0,0,0,0,0,0,0,100,20,0,20,100,0,0,0,110,0,0,0,0,Matches
301,Mathias Jørgensen/Mathias-Jorgensen,dk DEN,FWMF,NY Red Bulls,18,2000,1.3,15.4,13.1,2.31,0,0,3.85,0,0.77,0,0,0,0,11.5,1.54,2.31,2.31,10.8,1.54,0,0.77,12.3,0,0,2.31,0,Matches
302,Kaku/Kaku,py PAR,MF,NY Red Bulls,24,1995,21.4,59.2,53.3,5.89,1.31,0.84,12.5,1.4,5,2.15,0.33,0.98,0.37,34.9,10.6,13.7,48,8.18,1.54,1.26,0.05,40.4,0.47,1.03,2.1,2.71,Matches
303,Brent Kallman/Brent-Kallman,us USA,DF,Minnesota,28,1990,14.3,42.7,42.4,0.35,0.35,0,4.69,1.75,0,0,0,0,0,32.6,4.83,5.31,7.55,31.7,2.03,0,0.63,38,0,0.7,0.42,0.63,Matches
304,Kei Kamara/Kei-Kamara,sl SLE,FW,Colorado,34,1984,28.2,27.4,25.7,1.63,0,0.07,7.09,0.43,1.17,0,0,0,0,16,6.63,4.72,3.51,17.7,2.52,0.43,0.64,20,0.07,0.64,0.64,1.24,Matches
305,Ola Kamara/Ola-Kamara,no NOR,FW,D.C. United,29,1989,2.8,25,23.6,1.43,0,0.36,12.1,0.36,0.36,0,0,0,0,13.2,7.5,4.29,2.86,17.5,0.71,0.71,1.07,19.3,0,0.36,0.36,0.71,Matches
306,Johan Kappelhof/Johan-Kappelhof,nl NED,DF,Chicago,28,1990,28.4,40,35.4,4.61,0.67,0.04,5,0.7,0.35,0,0,0,0,26.3,5.99,7.68,4.93,28.5,1.73,3.94,0.21,33.8,0.07,1.02,0.42,0.53,Matches
307,Guram Kashia/Guram-Kashia,ge GEO,DF,San Jose,31,1987,21.2,58.4,56.9,1.51,1.27,0.05,7.36,3.35,0,0,0,0,0,43.6,5.42,9.43,2.36,52.7,1.98,0.24,0.47,51.2,0.19,0.85,0.52,0.42,Matches
308,Aleksandar Katai/Aleksandar-Katai,rs SRB,FWMF,Chicago,27,1991,23.3,42.1,37.5,4.59,0.6,0.17,7.98,1.24,4.25,1.55,0.69,0.26,0.04,28.1,6.7,7.3,8.2,30.3,0.73,2.23,0.34,31.9,0.13,1.03,0.52,1.63,Matches
309,Mark-Anthony Kaye/Mark-Anthony-Kaye,ca CAN,MF,Los Angeles FC,24,1994,27.8,68.7,67.2,1.47,0.83,0.76,11.7,1.08,0.25,0.04,0.04,0,0,53.8,8.17,6.73,53.8,12.5,1.22,0.61,0.11,57.7,0.4,1.04,1.55,1.33,Matches
310,Kim Kee-hee/Kim-Kee-hee,kr KOR,DF,Seattle,29,1989,28.9,45.4,44.1,1.25,0.93,0,7.02,1.87,0.21,0,0,0,0,34.2,4.43,6.75,3.63,39.1,1.73,0.31,0.14,39,0.03,1.07,0.59,0.42,Matches
311,Aboubacar Keita/Aboubacar-Keita,us USA,DF,Columbus,18,2000,8.9,35.1,33.4,1.69,1.12,0,2.36,0.67,0.11,0,0,0,0,26.9,3.6,4.61,29.6,2.58,1.8,0.56,0,29.7,0,1.24,0.45,0.22,Matches
312,Jon Kempin/Jon-Kempin,us USA,GK,Columbus,25,1993,3,30.7,19,11.7,2,0,3,1,0,0,0,0,0,12,2,16.7,0.67,22,0,0,6.67,19,0,1.33,0.67,0,Matches
313,Jasser Khemiri/Jasser-Khemiri,tn TUN,DF,Vancouver,21,1997,1,16,16,0,0,0,3,0,0,0,0,0,0,11,2,3,6,7,1,0,2,15,0,0,0,0,Matches
314,Daniel Kinumbe/Daniel-Kinumbe,ca CAN,DF,Montreal,19,1999,0.7,48.6,37.1,11.4,0,0,2.86,0,0,0,0,0,0,25.7,11.4,11.4,30,5.71,1.43,11.4,0,38.6,0,0,0,0,Matches
315,Perry Kitchen/Perry-Kitchen,us USA,MF,LA Galaxy,26,1992,6.4,33.8,33.3,0.47,0.47,0,4.22,0.31,0.16,0,0,0,0,24.2,3.91,5.63,4.06,25.3,2.81,0,0,29.4,0.16,0.63,0.31,0.31,Matches
316,Sacha Kljestan/Sacha-Kljestan,us USA,MFFW,Orlando City,33,1985,15.1,59.1,55.2,3.91,1.19,0.13,10.5,1.39,1.52,1.46,0.13,0.6,0.13,42,7.62,9.54,12.1,41.3,3.11,0.79,0.33,47.5,0.13,1.13,1.52,1.52,Matches
317,Brad Knighton/Brad-Knighton,us USA,GK,New England,33,1985,7.4,27.3,15,12.3,4.73,0,0.68,1.49,0,0,0,0,0,9.32,1.49,16.5,1.62,18.6,0,0,4.46,16.4,0,0.68,0.14,0,Matches
318,Kevin Kratz/Kevin-Kratz,de GER,MF,Atlanta,32,1987,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Matches
319,Damir Kreilach/Damir-Kreilach,hr CRO,MFFW,Real Salt Lake,29,1989,29.5,51.4,50,1.39,0.78,0.24,10.3,2,0.68,0,0,0,0,32.5,9.59,9.32,6.03,37.5,4.03,0.31,0.81,41.5,0.24,1.19,1.05,1.02,Matches
320,Bojan Krkić/Bojan-Krkic,es ESP,MFFW,Montreal,28,1990,6.7,33.6,31.9,1.64,0.15,0.3,5.97,1.04,1.34,0.15,0,0,0,24.9,6.27,2.39,2.54,29.9,0.45,0.15,0.15,27.3,0.3,0,0.75,1.04,Matches
321,Ken Krolicki/Ken-Krolicki,us USA,MF,Montreal,22,1996,5.9,43.7,42.7,1.02,0.85,0,5.76,0.85,0.17,0,0,0,0,35.3,4.24,4.24,4.75,36.8,1.02,0,0,37.8,0,1.02,1.36,1.02,Matches
322,Kenneth Kronholm/Kenneth-Kronholm,de GER,GK,Chicago,33,1985,20,33.2,23.9,9.25,1.55,0,1.85,1.15,0,0,0,0,0,18.2,2.65,12.3,2.05,24.4,0,0,5.9,25.3,0,0.9,0.1,0.05,Matches
323,Connor Lade/Connor-Lade,us USA,DF,NY Red Bulls,29,1989,9.4,43.8,34.3,9.57,0.64,0,7.87,0.32,1.38,0,0,0,0,21.3,7.55,15,6.38,24.4,3.62,8.94,0.11,30.6,0.21,1.7,1.06,1.17,Matches
324,Roland Lamah/Roland-Lamah,be BEL,MFFW,FC Cincinnati,31,1987,19.8,33.2,31.6,1.62,0.05,0.2,6.92,1.57,2.42,0.51,0.45,0,0,21.2,5.25,6.77,21.5,8.18,1.77,0.71,0.1,24.3,0.05,0.71,1.06,0.86,Matches
325,Matt Lampson/Matt-Lampson,us USA,GK,LA Galaxy,29,1989,1,21,17,4,0,0,0,0,0,0,0,0,0,11,4,6,0,14,0,0,7,19,0,0,1,0,Matches
326,Foster Langsdorf/Foster-Langsdorf,us USA,FW,Portland,23,1995,0.3,20,20,0,0,0,3.33,0,0,0,0,0,0,10,6.67,3.33,0,13.3,6.67,0,0,10,0,0,0,0,Matches
327,Lassi Lappalainen/Lassi-Lappalainen,fi FIN,MFFW,Montreal,20,1998,7.6,28.8,28.3,0.53,0,0.13,5,0.13,0.53,0.13,0,0,0,22.4,3.68,2.76,4.87,21.8,1.18,0.39,0,21.3,0,0.26,1.18,2.11,Matches
328,Jeff Larentowicz/Jeff-Larentowicz,us USA,MF,Atlanta,35,1983,16.4,45.2,44,1.22,1.1,0.06,7.01,0.55,0.24,0,0,0,0,33.8,5.06,6.28,4.09,37.2,2.2,0.12,0.18,39,0.06,0.43,0.61,0.55,Matches
329,Richie Laryea/Richie-Laryea,ca CAN,DF,Toronto FC,24,1995,16.3,43.4,37.1,6.32,0.49,0,6.07,0.43,0.55,0,0,0,0,32.1,6.56,4.72,5.89,30.3,1.29,5.77,0,37.9,0.06,0.43,0.31,1.1,Matches
330,Forrest Lasso/Forrest-Lasso,us USA,DF,FC Cincinnati,25,1993,4.4,45.2,44.3,0.91,0.68,0,8.64,1.59,0.23,0,0,0,0,28.4,5.91,10.9,35,3.86,2.95,0.23,0.23,34.3,0.23,0.91,0.23,0.45,Matches
331,Kemar Lawrence/Kemar-Lawrence,jm JAM,DF,NY Red Bulls,26,1992,19.2,44.7,33.8,11,0.31,0,8.02,0.52,2.03,0.05,0,0,0,21.6,8.7,14.4,27.2,2.71,2.76,10.6,0.1,31.7,0.16,1.25,1.04,1.3,Matches
332,Emmanuel Ledesma/Emmanuel-Ledesma,ar ARG,FWMF,FC Cincinnati,30,1988,19.6,35.9,32.1,3.72,1.68,0.1,7.45,2.4,4.29,1.48,0.46,0.82,0.15,17,6.22,12.7,26.9,4.64,1.99,0.36,0.41,22.3,0.15,1.12,0.77,1.63,Matches
333,Kelvin Leerdam/Kelvin-Leerdam,nl NED,DF,Seattle,28,1990,26.7,50.1,41.9,8.24,0.41,0.15,8.91,1.12,1.65,0.04,0,0,0,30.9,7.98,11.2,3.22,36.7,1.57,7.79,0.07,40.1,0.04,0.67,0.67,1.76,Matches
334,Brooks Lennon/Brooks-Lennon,us USA,DFFW,Real Salt Lake,21,1997,17.2,52.2,42.8,9.42,0.47,0.17,8.6,3.26,3.6,0.17,0,0.06,0.06,27.3,9.83,15.1,2.09,37.7,2.91,8.78,0.17,38.4,0.17,1.1,1.34,1.92,Matches
335,Brett Levis/Brett-Levis,ca CAN,DFFW,Vancouver,25,1993,3.7,41.1,34.3,6.76,0.54,0,7.03,0.54,2.43,0,0,0,0,24.9,9.73,6.49,24.1,8.65,1.08,6.22,0.54,32.4,0,0.54,0.81,1.35,Matches
336,Jonathan Lewis/Jonathan-Lewis,us USA,MFFW,NYCFC,21,1997,2.4,25.4,25.4,0,0,0,4.58,0,0.42,0,0,0,0,19.2,3.75,2.5,5.42,17.9,0.42,0,0.83,18.3,0,0.83,1.25,1.25,Matches
337,Jonathan Lewis/Jonathan-Lewis,us USA,FWMF,Colorado,21,1997,10,24.7,23.7,1,0.1,0.3,3.7,1.2,2.7,0,0,0,0,17.5,3.1,4.1,4.5,19,0.4,0.5,0.1,17.5,0,0.4,0.7,1.5,Matches
338,Danny Leyva/Danny-Leyva,us USA,MF,Seattle,15,2003,4.6,54.8,53.3,1.52,1.3,0,10.7,3.26,0.22,0,0,0,0,40.2,7.39,7.17,5.87,47.6,0.65,0.22,0.22,47.8,0.22,0.87,1.09,0.65,Matches
339,Grant Lillard/Grant-Lillard,us USA,DF,Chicago,23,1995,2.3,41.7,38.7,3.04,1.74,0,8.26,1.3,0,0,0,0,0,30,2.61,9.13,25.7,13,1.3,1.3,0,31.7,0,1.74,0,0.87,Matches
340,Nick Lima/Nick-Lima,us USA,DF,San Jose,24,1994,20.1,45.7,37.5,8.16,0.8,0.15,7.66,0.9,2.14,0,0,0,0,28.3,8.36,9.05,12.6,23.7,1.29,7.36,0.15,37.5,0.15,0.7,0.85,0.8,Matches
341,Jaylin Lindsey/Jaylin-Lindsey,us USA,DF,Sporting KC,18,2000,1,41,33,8,1,0,5,0,1,0,0,0,0,30,7,4,2,32,0,7,0,35,0,0,2,0,Matches
342,Sebastian Lletget/Sebastian-Lletget,us USA,MFFW,LA Galaxy,26,1992,25.7,55.8,53.3,2.53,0.89,0.08,8.21,1.95,2.92,1.44,0.7,0.43,0.12,41.4,6.96,7.47,11.1,42.6,1.17,0.16,0.19,49,0.27,0.7,0.35,0.78,Matches
343,Robin Lod/Robin-Lod,fi FIN,FWMF,Minnesota,25,1993,6.5,32.2,31.4,0.77,0,0,6.46,0.77,1.08,0,0,0,0,24.9,4,3.23,22,8.46,0.46,0.62,0.62,26.5,0,0.31,0.62,0.92,Matches
344,Nicolás Lodeiro/Nicolas-Lodeiro,uy URU,MF,Seattle,29,1989,27.8,75.5,64.2,11.3,3.45,0.47,13.5,3.81,8.13,6.04,1.76,2.48,0.43,49.1,9.5,16.9,61.5,9.93,2.23,1.01,0.58,55.8,0.72,2.05,1.73,2.63,Matches
345,Aaron Long/Aaron-Long,us USA,DF,NY Red Bulls,26,1992,23.5,34.3,31.5,2.72,2.26,0,6.6,0.21,0,0,0,0,0,16.2,4.3,13.8,6.09,20.7,4.43,0.47,0.21,24.1,0.17,1.32,0.38,0.38,Matches
346,Marcos López/Marcos-Lopez,pe PER,DF,San Jose,19,1999,12.9,58.1,49.8,8.29,1.01,0.08,11.5,2.02,2.79,0.54,0.08,0.08,0,34.5,10.5,13.1,42.3,6.59,1.4,6.74,0,46.7,0.31,0.78,0.78,1.24,Matches
347,Marvin Loría/Marvin-Loria,cr CRC,FW,Portland,21,1997,7.8,40.4,37.7,2.69,0.64,0.13,5.26,2.18,2.82,1.15,0.64,0.13,0.26,28.7,4.74,6.92,32.9,5,0.9,0.9,0.13,33.1,0.13,0.26,1.03,1.03,Matches
348,Daniel Lovitz/Daniel-Lovitz,us USA,DF,Montreal,27,1991,28,55.6,45.9,9.71,0.89,0.07,6.89,0.96,2.54,0.14,0.04,0.11,0,29.4,11.9,14.3,33.8,8.86,3.25,8.68,0.04,41,0.21,1.14,1.36,1.64,Matches
349,Jorge Luis Corrales/Jorge-Luis-Corrales,cu CUB,DF,Montreal,27,1991,1.1,68.2,58.2,10,0.91,0,11.8,0,0.91,0,0,0,0,47.3,7.27,13.6,48.2,9.09,1.82,9.09,0,53.6,0,2.73,2.73,1.82,Matches
350,Jorge Luis Corrales/Jorge-Luis-Corrales,cu CUB,DF,Chicago,27,1991,11.5,51,43,7.91,0.7,0.09,7.74,0.52,1.22,0,0,0,0,34.3,7.83,8.78,32.3,9.57,1.48,7.22,0.09,41.9,0,1.83,0.43,0.87,Matches
351,Everton Luiz/Everton-Luiz,br BRA,MF,Real Salt Lake,30,1988,23.4,39.1,37.5,1.67,1.28,0.04,5.94,0.77,0.09,0,0,0,0,29.1,5.13,4.87,1.5,34.5,2.35,0.21,0.13,33.9,0.09,0.77,0.68,0.56,Matches
352,Adam Lundqvist/Adam-Lundqvist,se SWE,DF,Houston,24,1994,26.5,53.2,41.3,11.9,1.55,0.08,7.06,2.75,5.89,2.68,1.36,0.64,0.23,30.5,9.55,13.1,39.9,3.58,1.62,7.7,0.08,39.9,0.11,1.06,0.94,1.51,Matches
353,Larrys Mabiala/Larrys-Mabiala,cd COD,DF,Portland,31,1987,21.1,39.6,38.6,1,0.81,0,4.83,0.9,0,0,0,0,0,29.8,4.31,5.45,5.59,31,1.9,0.19,0.05,33.9,0.09,0.52,0.57,0.38,Matches
354,Gary Mackay-Steven/Gary-Mackay-Steven,sco SCO,FWMF,NYCFC,28,1990,5.9,30.3,29.7,0.68,0,0.17,6.95,0.85,2.2,0.34,0,0,0.17,21.5,4.07,4.75,22.7,6.1,0.85,0.17,0.17,23.2,0,0.68,0.85,1.36,Matches
355,Zac MacMath/Zac-MacMath,us USA,GK,Vancouver,27,1991,8,39.5,26.8,12.8,3,0,2.13,2,0,0,0,0,0,18.4,2.38,18.8,4.75,26.8,0,0,6.13,26.9,0.13,1.5,0.13,0,Matches
356,Connor Maloney/Connor-Maloney,us USA,DF,Columbus,23,1995,8.8,39.4,31.8,7.61,0.23,0,4.89,0.23,0.91,0,0,0,0,21.8,8.3,9.32,9.32,20.1,2.05,7.39,0.11,31.4,0.11,0.8,1.14,0.68,Matches
357,Michael Mancienne/Michael-Mancienne,eng ENG,DF,New England,31,1988,13.2,38.6,37.3,1.36,1.21,0,4.17,1.52,0,0,0,0,0,26,4.77,7.88,3.33,29.5,3.26,0.15,0.23,33,0.08,0.38,0.23,0.08,Matches
358,Carter Manley/Carter-Manley,us USA,DF,Minnesota,22,1996,1,43,31,12,1,0,13,0,1,0,0,0,0,26,9,8,4,27,1,11,0,28,0,1,2,3,Matches
359,Kekuta Manneh/Kekuta-Manneh,us USA,FWMF,FC Cincinnati,24,1994,16.7,29.9,29,0.9,0,0,5.39,0.78,1.8,0.24,0,0.06,0.12,21.3,4.31,4.37,5.27,22.8,0.78,0.18,0.6,22.5,0.48,0.66,0.96,1.32,Matches
360,Vito Mannone/Vito-Mannone,it ITA,GK,Minnesota,30,1988,34,31.9,19.8,12.1,2.74,0.06,1.76,0.62,0,0,0,0,0,13,1.12,17.8,1.29,22.5,0,0,5.24,19.5,0.15,0.26,0.03,0.06,Matches
361,Mauro Manotas/Mauro-Manotas,co COL,FW,Houston,23,1995,28.1,24.2,21.4,2.81,0.07,0.25,6.19,0.5,0.25,0,0,0,0,17.6,4.34,2.24,1.71,20.1,0.93,0.46,0.46,19,0.18,0.46,0.5,1.03,Matches
362,Paul Marie/Paul-Marie,fr FRA,DF,San Jose,23,1995,3.9,42.6,34.4,8.21,0.77,0,6.67,0.26,2.82,0,0,0,0,27.2,7.44,7.95,2.82,31.5,0.26,7.44,0.26,32.6,0.26,1.03,1.03,1.54,Matches
363,Chad Marshall/Chad-Marshall,us USA,DF,Seattle,34,1984,8,46.4,45.1,1.25,1,0,5.5,1.38,0.13,0,0,0,0,36.1,5.25,5,7.75,33.3,3,0.25,0.5,41.6,0,0.88,0.75,0,Matches
364,Collin Martin/Collin-Martin,us USA,MF,Minnesota,24,1994,2,52,49.5,2.5,1,0,7.5,0.5,1,1,0,1,0,41.5,3.5,7,9.5,39,2,0.5,0.5,44.5,0.5,1,1,1.5,Matches
365,Cristian Martínez/Cristian-Martinez,pa PAN,MFFW,Chicago,21,1997,0.6,61.7,56.7,5,0,0,10,6.67,13.3,1.67,0,1.67,0,40,10,11.7,1.67,55,0,3.33,1.67,48.3,0,1.67,1.67,5,Matches
366,Douglas Martinez/Douglas-Martinez,hn HON,FW,Real Salt Lake,21,1997,0.7,34.3,31.4,2.86,0,0,8.57,0,1.43,0,0,0,0,21.4,11.4,1.43,0,28.6,0,1.43,4.29,27.1,0,0,2.86,1.43,Matches
367,Josef Martínez/Josef-Martinez,ve VEN,FW,Atlanta,25,1993,28.6,21.8,19.5,2.31,0.1,0.17,4.02,0.35,0.1,0,0,0,0,16.1,4.09,1.57,3.92,16,0.73,0.24,0.63,17.6,0.03,0.1,0.49,0.66,Matches
368,Tomás Martínez/Tomas-Martinez,ar ARG,MFFW,Houston,23,1995,25.7,40.3,38.4,1.91,0.62,0.31,8.25,1.48,1.56,0.58,0.35,0.12,0,29.1,5.29,5.95,35.3,3.93,0.23,0.58,0.12,32.5,0.19,0.82,1.21,1.21,Matches
369,Luís Martins/Luis-Martins,pt POR,DF,Sporting KC,26,1992,9.2,53.8,44.6,9.24,0.54,0.11,8.26,0.76,4.24,0,0,0,0,31.6,11.5,10.7,39.9,2.5,2.17,8.7,0.11,40.5,0.11,0.76,1.2,2.72,Matches
370,Rónald Matarrita/Ronald-Matarrita,cr CRC,DF,NYCFC,24,1994,21.9,61.1,50,11.1,1.05,0.14,8.22,2.19,5.16,1.87,0.27,1.19,0.18,35.2,10.3,15.7,44.6,6.39,1.46,8.17,0.14,47.6,0.23,1,0.82,1.96,Matches
371,Darren Mattocks/Darren-Mattocks,jm JAM,FW,FC Cincinnati,28,1990,14.1,20.6,18.7,1.99,0.14,0.21,4.04,0.28,0.35,0,0,0,0,14.5,3.9,2.27,2.77,15.3,1.06,0.21,0.21,15.2,0.14,0.35,0.57,0.57,Matches
372,Jimmy Maurer/Jimmy-Maurer,us USA,GK,FC Dallas,30,1988,2,30.5,19,11.5,0,0,1.5,0.5,0,0,0,0,0,18.5,2,10,16.5,8.5,0,0,5,24,0,0.5,0,0,Matches
373,Chris Mavinga/Chris-Mavinga,cd COD,DF,Toronto FC,27,1991,23.5,49,46.9,2.13,0.72,0,6,1.06,0.26,0,0,0,0,38,5.45,5.57,40.8,4.85,1.36,1.4,0.04,44,0.13,0.68,0.55,0.38,Matches
374,Olivier Mbaissidara/Olivier-Mbaissidara,cm CMR,DF,Philadelphia,21,1997,2.2,51.8,42.3,9.55,0.45,0.45,3.64,1.82,8.18,0,0,0,0,25.5,14.5,11.8,2.27,36.8,3.18,9.09,0,37.3,0.91,2.73,0,3.64,Matches
375,Thomas McCabe/Thomas-McCabe,us USA,MF,FC Cincinnati,20,1998,2.7,49.3,49.3,0,0,0,7.41,1.11,0,0,0,0,0,35.9,6.3,7.04,7.41,39.6,1.11,0,0,43.7,0,0,1.11,0.37,Matches
376,Chris McCann/Chris-McCann,ie IRL,DFMF,D.C. United,31,1987,3.5,46.3,40.6,5.71,0,0,12,0.57,1.71,0,0,0,0,30,8.57,7.71,35.1,2.57,2.29,5.71,0,37.4,0,0.86,0.86,1.71,Matches
377,Dax McCarty/Dax-McCarty,us USA,MF,Chicago,31,1987,31.6,61.1,59.2,1.9,1.55,0.25,8.04,1.8,0.41,0.06,0.03,0.03,0,44.1,7.41,9.56,10.3,46.7,2.82,0.28,0.16,53.6,0.13,0.95,0.98,0.66,Matches
378,Brendan McDonough/Brendan-McDonough,us USA,DF,Vancouver,22,1996,0.7,52.9,50,2.86,2.86,0,7.14,1.43,0,0,0,0,0,44.3,0,8.57,7.14,45.7,0,0,0,48.6,0,1.43,0,0,Matches
379,Mark McKenzie/Mark-McKenzie,us USA,DF,Philadelphia,19,1999,6,46.3,45.7,0.67,0.67,0,5.17,0.17,0,0,0,0,0,37.7,4.33,4.33,18.8,23.5,3.17,0,0.17,41,0,0.67,1,0.33,Matches
380,Thomas McNamara/Thomas-McNamara,us USA,MFFW,Houston,27,1991,17.1,33.1,31.5,1.64,0.58,0.12,7.08,1.17,1.81,0.35,0.06,0.06,0.06,21.8,6.43,4.85,6.55,25.1,0.47,0.7,0.06,25.3,0.23,0.7,0.58,1.58,Matches
381,Ryan Meara/Ryan-Meara,us USA,GK,NY Red Bulls,28,1990,1,30,15,15,5,0,0,0,0,0,0,0,0,4,2,24,0,22,0,0,4,11,0,2,0,0,Matches
382,Jesús Medina/Jesus-Medina,py PAR,MFFW,NYCFC,21,1997,8.2,38.9,37.4,1.46,0.24,0.49,9.27,0.98,1.1,0.49,0.37,0,0.12,27.1,6.59,5.24,31.6,5.12,0.85,0.49,0.61,32.4,0.12,0.37,0.61,1.34,Matches
383,Jimmy Medranda/Jimmy-Medranda,co COL,FWMF,Sporting KC,24,1994,2,40.5,39.5,1,0,0.5,9.5,2.5,5,0,0,0,0,25.5,4.5,10.5,33.5,1.5,3.5,0.5,0.5,30,0.5,2.5,0,0,Matches
384,Haris Medunjanin/Haris-Medunjanin,ba BIH,MF,Philadelphia,33,1985,34,79.4,70.5,8.85,5.71,0.24,10.7,3.47,4.06,2.71,1.24,0.94,0.29,55.2,7.97,16.2,68.9,7.82,1.59,0.44,0.18,65.5,0.47,1.21,1.21,1.26,Matches
385,Lucas Melano/Lucas-Melano,ar ARG,FW,Portland,25,1993,1.4,28.6,25,3.57,0,0,8.57,0.71,2.86,0,0,0,0,18.6,5.71,4.29,0.71,23.6,2.14,0.71,0,20,0,0.71,0.71,1.43,Matches
386,Tim Melia/Tim-Melia,us USA,GK,Sporting KC,32,1986,32,32.9,22.6,10.3,2.75,0,2.97,1.28,0.03,0,0,0,0,18.7,2.22,12,2.84,24,0.03,0,5.06,24.9,0.03,0.94,0.13,0.03,Matches
387,Jhegson Méndez/Jhegson-Mendez,ec ECU,MF,Orlando City,21,1997,19.9,69.7,67.2,2.46,1.81,0.15,7.94,1.76,0.3,0.1,0,0.05,0,57.7,5.53,6.43,8.29,58.7,1.41,0.55,0.4,62.8,0.1,0.6,0.85,0.55,Matches
388,Jonathan Mensah/Jonathan-Mensah,gh GHA,DF,Columbus,28,1990,23.9,52.9,51.1,1.84,1.46,0,5.31,1.21,0.04,0,0,0,0,40.4,5.44,7.11,4.81,43.7,2.8,0.38,0.29,46.4,0.17,0.71,0.46,0.33,Matches
389,Justin Meram/Justin-Meram,iq IRQ,DFFW,Atlanta,30,1988,14.1,49.4,44.3,5.18,0.35,0.14,11.5,0.99,3.33,0.28,0,0.14,0.07,30.2,10.6,8.65,9.79,32.6,1.28,4.54,0.21,36.2,0.14,0.99,1.21,2.13,Matches
390,Justin Meram/Justin-Meram,iq IRQ,FW,Columbus,30,1988,4.2,38.3,36.4,1.9,0,0,5.95,0.71,3.1,1.67,0.48,0.48,0.48,26.7,6.67,5,6.43,30.2,0.71,0.24,0,27.9,0.24,0.71,0,1.43,Matches
391,Romain Métanire/Romain-Metanire,mg MAD,DF,Minnesota,28,1990,27,60,49.1,10.9,0.22,0.04,7.56,1.59,5.74,0.04,0,0,0,31,12.8,16.2,3.89,43.5,1.44,10.6,0.19,44,0.11,1.33,1.26,2.52,Matches
392,Nicolás Mezquida/Nicolas-Mezquida,uy URU,MFFW,Colorado,27,1992,15.8,40.1,35.7,4.37,1.01,0.25,7.28,1.27,3.99,1.96,0.63,0.95,0.25,24.3,7.91,7.85,3.29,33.6,1.08,0.89,0.63,30.1,0.32,0.63,0.7,1.71,Matches
393,Benji Michel/Benji-Michel,ht HAI,FWMF,Orlando City,21,1997,10.5,18.9,18.7,0.19,0,0,4.48,0.19,0.48,0,0,0,0,12.6,3.24,3.05,2.19,13.8,1.14,0.1,0.29,13.5,0.19,0.48,0.38,0.48,Matches
394,Djordje Mihailovic/Djordje-Mihailovic,us USA,MF,Chicago,20,1998,16.1,48.3,43.8,4.47,2.11,0.12,7.52,2.67,3.29,1.74,0.68,0.68,0.19,31.1,6.83,10.4,5.84,38.4,2.86,0.62,0,38.3,0.31,1.18,0.62,0.93,Matches
395,Eric Miller/Eric-Miller,us USA,DF,NYCFC,26,1993,3.6,43.6,36.9,6.67,0.83,0,3.89,0.56,1.11,0,0,0,0,26.7,10,6.94,2.22,33.3,1.94,5.83,0,35.6,0,0.28,1.67,1.11,Matches
396,Eric Miller/Eric-Miller,us USA,DF,Minnesota,26,1993,4.8,47.9,42.1,5.83,0.21,0,6.67,0.83,1.88,0,0,0,0,29.4,6.67,11.9,6.88,30.2,3.54,5.63,0.21,38.1,0,1.46,0.42,0.83,Matches
397,Kamal Miller/Kamal-Miller,ca CAN,DF,Orlando City,21,1997,15,44.9,39.9,5.07,0.53,0.07,5.33,1.4,0.8,0,0,0,0,29.3,5.4,10.3,32.2,5.27,2.27,4.53,0.2,35.7,0.2,1.07,0.73,0.53,Matches
398,Tyler Miller/Tyler-Miller,us USA,GK,Los Angeles FC,25,1993,28,29.7,21.2,8.5,2.29,0,2.93,1.39,0,0,0,0,0,17.1,2.68,9.89,3.04,19.6,0,0.04,5.89,23.5,0.11,1.14,0.07,0.04,Matches
399,Alexandru Mitriță/Alexandru-Mitrita,ro ROU,FWMF,NYCFC,23,1995,23.6,34.7,31.9,2.84,0.97,0.42,7.25,1.78,2.54,1.44,0.47,0.59,0.13,24.1,4.92,5.68,4.45,28.9,0.47,0.38,0.25,25.2,0.13,0.81,1.1,1.57,Matches
400,Wilfried Moimbé/Wilfried-Moimbe,fr FRA,DFFW,Minnesota,30,1988,3.7,35.9,31.6,4.32,0.54,0,5.14,0.27,1.89,0,0,0,0,15.4,8.38,12.2,25.4,3.24,2.43,3.78,0.54,24.3,0.81,0.54,0,1.89,Matches
401,Youness Mokhtar/Youness-Mokhtar,ma MAR,FW,Columbus,27,1991,4.9,38.8,36.1,2.65,0.61,0.41,5.71,2.04,3.47,1.63,0.2,1.02,0,20,5.71,13.1,4.29,32.2,1.02,0.41,0,26.5,0.41,1.43,0.82,1.02,Matches
